,Game,Attendance,Total_goals,goals_diff,Game_Class,League
3389,Leganés vs Mallorca,10058.0,1,1,Closed_Game,SP
3390,Leganés vs Málaga,8532.0,1,1,Closed_Game,SP
3391,Leganés vs Osasuna,9423.5,1,1,Closed_Game,SP
3392,Leganés vs Rayo Vallecano,11539.0,1,1,Closed_Game,SP
3393,Leganés vs Real Madrid,11487.666666666666,4,1,Competitive_Open_Game,SP
3394,Leganés vs Real Sociedad,9665.5,2,1,Closed_Game,SP
3395,Leganés vs Sevilla,10760.0,3,1,Competitive_Game,SP
3396,Leganés vs Sporting Gijón,9124.0,2,2,Competitive_Game,SP
3397,Leganés vs Valencia,10914.666666666666,1,0,Closed_Game,SP
3398,Leganés vs Valladolid,10185.0,2,1,Closed_Game,SP
3399,Leganés vs Villarreal,9161.25,2,1,Closed_Game,SP
3400,Leicester City vs Arsenal,32020.0,3,1,Competitive_Game,PL
3401,Leicester City vs Aston Villa,31862.0,2,1,Closed_Game,PL
3402,Leicester City vs Bournemouth,31706.6,2,0,Closed_Game,PL
3403,Leicester City vs Brighton,31230.333333333332,2,1,Closed_Game,PL
3404,Leicester City vs Burnley,31669.5,3,1,Competitive_Game,PL
3405,Leicester City vs Cardiff City,32047.0,1,1,Closed_Game,PL
3406,Leicester City vs Chelsea,32412.428571428572,2,1,Closed_Game,PL
3407,Leicester City vs Crystal Palace,31655.0,2,2,Competitive_Game,PL
3408,Leicester City vs Everton,31961.666666666668,2,1,Closed_Game,PL
3409,Leicester City vs Fulham,32017.0,3,1,Competitive_Game,PL
3410,Leicester City vs Huddersfield,31712.0,3,2,Competitive_Game,PL
3411,Leicester City vs Hull City,31713.5,2,1,Closed_Game,PL
3412,Leicester City vs Leeds United,,4,2,Competitive_Open_Game,PL
3413,Leicester City vs Liverpool,32107.0,3,1,Competitive_Game,PL
3414,Leicester City vs Manchester City,31976.285714285714,2,1,Closed_Game,PL
3415,Leicester City vs Manchester Utd,32090.0,3,1,Competitive_Game,PL
3416,Leicester City vs Middlesbrough,32058.0,4,0,Competitive_Open_Game,PL
3417,Leicester City vs Newcastle Utd,31950.166666666668,3,2,Competitive_Game,PL
3418,Leicester City vs Norwich City,32107.5,1,0,Closed_Game,PL
3419,Leicester City vs QPR,31467.0,6,4,One_Side_Game,PL
3420,Leicester City vs Sheffield Utd,,3,3,One_Side_Game,PL
3421,Leicester City vs Southampton,31723.166666666668,1,1,Closed_Game,PL
3422,Leicester City vs Stoke City,31879.25,2,1,Closed_Game,PL
3423,Leicester City vs Sunderland,31941.333333333332,2,1,Closed_Game,PL
3424,Leicester City vs Swansea City,31497.25,2,1,Closed_Game,PL
3425,Leicester City vs Tottenham,28901.75,3,1,Competitive_Game,PL
3426,Leicester City vs Watford,31780.666666666668,3,2,Competitive_Game,PL
3427,Leicester City vs West Brom,31479.75,2,1,Closed_Game,PL
3428,Leicester City vs West Ham,31988.14285714286,3,1,Competitive_Game,PL
3429,Leicester City vs Wolves,32013.666666666668,1,1,Closed_Game,PL
3430,Lens vs Angers,35713.0,4,1,Competitive_Open_Game,FL
3431,Lens vs Bastia,7987.0,2,0,Closed_Game,FL
3432,Lens vs Bordeaux,21849.5,3,1,Competitive_Game,FL
3433,Lens vs Brest,,3,1,Competitive_Game,FL
3434,Lens vs Caen,8525.0,0,0,Closed_Game,FL
3435,Lens vs Dijon,37355.0,2,0,Closed_Game,FL
3436,Lens vs Evian,7899.0,2,2,Competitive_Game,FL
3437,Lens vs Guingamp,9512.0,1,1,Closed_Game,FL
3438,Lens vs Lille,38312.0,2,1,Closed_Game,FL
3439,Lens vs Lorient,21248.5,3,1,Competitive_Game,FL
3440,Lens vs Lyon,11173.0,2,1,Closed_Game,FL
3441,Lens vs Marseille,37561.0,3,2,Competitive_Game,FL
3442,Lens vs Metz,22297.5,3,1,Competitive_Game,FL
3443,Lens vs Monaco,11228.0,1,1,Closed_Game,FL
3444,Lens vs Montpellier,8343.0,3,1,Competitive_Game,FL
3445,Lens vs Nantes,9123.0,1,0,Closed_Game,FL
3446,Lens vs Nice,8705.0,1,1,Closed_Game,FL
3447,Lens vs Nîmes,,3,1,Competitive_Game,FL
3448,Lens vs Paris S-G,53735.0,2,1,Closed_Game,FL
3449,Lens vs Reims,9846.0,5,1,Competitive_Open_Game,FL
3450,Lens vs Rennes,6274.5,0,0,Closed_Game,FL
3451,Lens vs Saint-Étienne,23306.5,2,1,Closed_Game,FL
3452,Lens vs Strasbourg,,1,1,Closed_Game,FL
3453,Lens vs Toulouse,7494.0,1,1,Closed_Game,FL
3454,Lens vs Troyes,35706.0,4,4,One_Side_Game,FL
3455,Levante vs Alavés,18538.333333333332,2,1,Closed_Game,SP
3456,Levante vs Almería,16000.0,2,1,Closed_Game,SP
3457,Levante vs Athletic Club,16908.4,2,1,Closed_Game,SP
3458,Levante vs Atlético Madrid,17958.0,2,1,Closed_Game,SP
3459,Levante vs Barcelona,22855.2,4,2,Competitive_Open_Game,SP
3460,Levante vs Betis,16749.75,4,1,Competitive_Open_Game,SP
3461,Levante vs Celta Vigo,15322.5,2,1,Closed_Game,SP
3462,Levante vs Cádiz,14063.0,3,1,Competitive_Game,SP
3463,Levante vs Córdoba,14098.0,1,1,Closed_Game,SP
3464,Levante vs Eibar,15792.4,2,0,Closed_Game,SP
3465,Levante vs Elche,11847.0,1,0,Closed_Game,SP
3466,Levante vs Espanyol,17241.4,3,1,Competitive_Game,SP
3467,Levante vs Getafe,15659.8,1,0,Closed_Game,SP
3468,Levante vs Girona,18869.5,3,0,Competitive_Game,SP
3469,Levante vs Granada,13815.75,3,1,Competitive_Game,SP
3470,Levante vs Huesca,19824.0,3,1,Competitive_Game,SP
3471,Levante vs La Coruña,14567.0,2,1,Closed_Game,SP
3472,Levante vs Las Palmas,15778.5,4,1,Competitive_Open_Game,SP
3473,Levante vs Leganés,17167.666666666668,1,1,Closed_Game,SP
3474,Levante vs Mallorca,14220.0,2,1,Closed_Game,SP
3475,Levante vs Málaga,13341.333333333334,2,1,Closed_Game,SP
3476,Levante vs Osasuna,17361.5,1,1,Closed_Game,SP
3477,Levante vs Racing Sant,,2,0,Closed_Game,SP
3478,Levante vs Rayo Vallecano,15357.75,3,1,Competitive_Game,SP
3479,Levante vs Real Madrid,55032.5,3,1,Competitive_Game,SP
3480,Levante vs Real Sociedad,17093.75,2,1,Closed_Game,SP
3481,Levante vs Sevilla,16703.0,2,1,Closed_Game,SP
3482,Levante vs Sporting Gijón,11302.0,2,2,Competitive_Game,SP
3483,Levante vs Valencia,20756.0,2,1,Closed_Game,SP
3484,Levante vs Valladolid,19227.0,2,1,Closed_Game,SP
3485,Levante vs Villarreal,19785.4,2,1,Closed_Game,SP
3486,Levante vs Zaragoza,,0,0,Closed_Game,SP
3487,Leverkusen vs Arminia,,3,1,Competitive_Game,BL
3488,Leverkusen vs Augsburg,21642.14285714286,2,1,Closed_Game,BL
3489,Leverkusen vs Bayern Munich,30098.666666666668,2,1,Closed_Game,BL
3490,Leverkusen vs Bochum,22538.0,1,1,Closed_Game,BL
3491,Leverkusen vs Braunschweig,,2,0,Closed_Game,BL
3492,Leverkusen vs Darmstadt 98,29168.5,3,1,Competitive_Game,BL
3493,Leverkusen vs Dortmund,28409.285714285714,3,0,Competitive_Game,BL
3494,Leverkusen vs Düsseldorf,26983.5,3,2,Competitive_Game,BL
3495,Leverkusen vs Eint Frankfurt,29988.666666666668,3,2,Competitive_Game,BL
3496,Leverkusen vs Freiburg,27521.2,2,1,Closed_Game,BL
3497,Leverkusen vs Greuther Fürth,10455.0,5,4,One_Side_Game,BL
3498,Leverkusen vs Hamburger SV,29557.75,3,2,Competitive_Game,BL
3499,Leverkusen vs Hannover 96,28729.25,3,1,Competitive_Game,BL
3500,Leverkusen vs Hertha BSC,27108.833333333332,3,1,Competitive_Game,BL
3501,Leverkusen vs Hoffenheim,25626.571428571428,3,1,Competitive_Game,BL
3502,Leverkusen vs Ingolstadt 04,27147.5,4,1,Competitive_Open_Game,BL
3503,Leverkusen vs Kaiserslautern,,4,2,Competitive_Open_Game,BL
3504,Leverkusen vs Köln,30210.0,4,2,Competitive_Open_Game,BL
3505,Leverkusen vs M'Gladbach,27577.285714285714,3,1,Competitive_Game,BL
3506,Leverkusen vs Mainz 05,25195.5,2,0,Closed_Game,BL
3507,Leverkusen vs Nürnberg,26405.0,2,2,Competitive_Game,BL
3508,Leverkusen vs Paderborn 07,28209.0,4,0,Competitive_Open_Game,BL
3509,Leverkusen vs RB Leipzig,23642.4,3,0,Competitive_Game,BL
3510,Leverkusen vs Schalke 04,30210.0,2,1,Closed_Game,BL
3511,Leverkusen vs Stuttgart,24887.2,4,1,Competitive_Open_Game,BL
3512,Leverkusen vs Union Berlin,27430.0,2,0,Closed_Game,BL
3513,Leverkusen vs Werder Bremen,28827.666666666668,2,0,Closed_Game,BL
3514,Leverkusen vs Wolfsburg,27087.5,4,1,Competitive_Open_Game,BL
3515,Lille vs Ajaccio,,3,2,Competitive_Game,FL
3516,Lille vs Amiens,27211.0,2,1,Closed_Game,FL
3517,Lille vs Angers,31489.0,3,1,Competitive_Game,FL
3518,Lille vs Auxerre,,4,0,Competitive_Open_Game,FL
3519,Lille vs Bastia,28474.0,2,0,Closed_Game,FL
3520,Lille vs Bordeaux,33325.166666666664,3,1,Competitive_Game,FL
3521,Lille vs Brest,32647.5,1,0,Closed_Game,FL
3522,Lille vs Caen,28573.6,3,1,Competitive_Game,FL
3523,Lille vs Dijon,34046.8,1,1,Closed_Game,FL
3524,Lille vs Evian,32580.0,2,1,Closed_Game,FL
3525,Lille vs Guingamp,30462.6,2,1,Closed_Game,FL
3526,Lille vs Lens,41435.0,4,3,One_Side_Game,FL
3527,Lille vs Lorient,29000.0,2,2,Competitive_Game,FL
3528,Lille vs Lyon,36584.28571428572,2,0,Closed_Game,FL
3529,Lille vs Marseille,43282.857142857145,1,1,Closed_Game,FL
3530,Lille vs Metz,32570.6,1,1,Closed_Game,FL
3531,Lille vs Monaco,33102.8,3,2,Competitive_Game,FL
3532,Lille vs Montpellier,30161.285714285714,2,0,Closed_Game,FL
3533,Lille vs Nancy,25719.0,2,1,Closed_Game,FL
3534,Lille vs Nantes,30327.0,2,1,Closed_Game,FL
3535,Lille vs Nice,31451.666666666668,3,1,Competitive_Game,FL
3536,Lille vs Nîmes,33949.0,4,2,Competitive_Open_Game,FL
3537,Lille vs Paris S-G,45222.857142857145,2,1,Closed_Game,FL
3538,Lille vs Reims,32687.333333333332,3,1,Competitive_Game,FL
3539,Lille vs Rennes,25659.714285714286,2,1,Closed_Game,FL
3540,Lille vs Saint-Étienne,34224.666666666664,2,1,Closed_Game,FL
3541,Lille vs Sochaux,,4,0,Competitive_Open_Game,FL
3542,Lille vs Strasbourg,28369.666666666668,1,0,Closed_Game,FL
3543,Lille vs Toulouse,30181.833333333332,2,1,Closed_Game,FL
3544,Lille vs Troyes,28902.0,3,0,Competitive_Game,FL
3545,Lille vs Valenciennes,,2,2,Competitive_Game,FL
3546,Liverpool vs Arsenal,50697.142857142855,4,2,Competitive_Open_Game,PL
3547,Liverpool vs Aston Villa,47336.666666666664,2,1,Closed_Game,PL
3548,Liverpool vs Blackburn,,2,0,Closed_Game,PL
3549,Liverpool vs Bolton,,4,2,Competitive_Open_Game,PL
3550,Liverpool vs Bournemouth,51370.8,2,1,Closed_Game,PL
3551,Liverpool vs Brentford,52824.0,3,3,One_Side_Game,PL
3552,Liverpool vs Brighton,52490.75,2,1,Closed_Game,PL
3553,Liverpool vs Burnley,51398.8,2,1,Closed_Game,PL
3554,Liverpool vs Cardiff City,53373.0,4,2,Competitive_Open_Game,PL
3555,Liverpool vs Chelsea,50261.5,3,1,Competitive_Game,PL
3556,Liverpool vs Crystal Palace,44297.71428571428,3,1,Competitive_Game,PL
3557,Liverpool vs Everton,49869.5,2,1,Closed_Game,PL
3558,Liverpool vs Fulham,53128.0,2,2,Competitive_Game,PL
3559,Liverpool vs Huddersfield,53258.5,4,4,One_Side_Game,PL
3560,Liverpool vs Hull City,48850.0,2,2,Competitive_Game,PL
3561,Liverpool vs Leeds United,,7,1,Competitive_Open_Game,PL
3562,Liverpool vs Leicester City,49952.5,2,1,Closed_Game,PL
3563,Liverpool vs Manchester City,50447.857142857145,3,1,Competitive_Game,PL
3564,Liverpool vs Manchester Utd,49962.5,1,0,Closed_Game,PL
3565,Liverpool vs Middlesbrough,53191.0,3,3,One_Side_Game,PL
3566,Liverpool vs Newcastle Utd,49905.666666666664,3,1,Competitive_Game,PL
3567,Liverpool vs Norwich City,48702.5,4,2,Competitive_Open_Game,PL
3568,Liverpool vs QPR,44707.0,1,1,Closed_Game,PL
3569,Liverpool vs Reading,,1,1,Closed_Game,PL
3570,Liverpool vs Sheffield Utd,53321.0,2,1,Closed_Game,PL
3571,Liverpool vs Southampton,50374.0,2,1,Closed_Game,PL
3572,Liverpool vs Stoke City,48693.0,1,1,Closed_Game,PL
3573,Liverpool vs Sunderland,47336.333333333336,2,1,Closed_Game,PL
3574,Liverpool vs Swansea City,48659.5,4,2,Competitive_Open_Game,PL
3575,Liverpool vs Tottenham,43365.0,3,1,Competitive_Game,PL
3576,Liverpool vs Watford,51283.6,4,3,One_Side_Game,PL
3577,Liverpool vs West Brom,39463.2,2,1,Closed_Game,PL
3578,Liverpool vs West Ham,50211.666666666664,3,1,Competitive_Game,PL
3579,Liverpool vs Wigan Athletic,,3,2,Competitive_Game,PL
3580,Liverpool vs Wolves,36219.0,2,2,Competitive_Game,PL
3581,Livorno vs Atalanta,,1,1,Closed_Game,IT
3582,Livorno vs Bologna,,3,1,Competitive_Game,IT
3583,Livorno vs Cagliari,,2,0,Closed_Game,IT
3584,Livorno vs Catania,,2,2,Competitive_Game,IT
3585,Livorno vs Chievo,,6,2,Competitive_Open_Game,IT
3586,Livorno vs Fiorentina,,1,1,Closed_Game,IT
3587,Livorno vs Genoa,,1,1,Closed_Game,IT
3588,Livorno vs Hellas Verona,,5,1,Competitive_Open_Game,IT
3589,Livorno vs Inter,,4,0,Competitive_Open_Game,IT
3590,Livorno vs Juventus,,2,2,Competitive_Game,IT
3591,Livorno vs Lazio,,2,2,Competitive_Game,IT
3592,Livorno vs Milan,,4,0,Competitive_Open_Game,IT
3593,Livorno vs Napoli,,2,0,Closed_Game,IT
3594,Livorno vs Parma,,3,3,One_Side_Game,IT
3595,Livorno vs Roma,,2,2,Competitive_Game,IT
3596,Livorno vs Sampdoria,,3,1,Competitive_Game,IT
3597,Livorno vs Sassuolo,,4,2,Competitive_Open_Game,IT
3598,Livorno vs Torino,,6,0,Competitive_Open_Game,IT
3599,Livorno vs Udinese,,3,1,Competitive_Game,IT
3600,Lorient vs Ajaccio,,3,1,Competitive_Game,FL
3601,Lorient vs Angers,11837.666666666666,1,0,Closed_Game,FL
3602,Lorient vs Auxerre,,2,0,Closed_Game,FL
3603,Lorient vs Bastia,11377.0,3,2,Competitive_Game,FL
3604,Lorient vs Bordeaux,14897.25,2,0,Closed_Game,FL
3605,Lorient vs Brest,14649.0,2,1,Closed_Game,FL
3606,Lorient vs Caen,13725.0,1,0,Closed_Game,FL
3607,Lorient vs Clermont Foot,12611.0,2,0,Closed_Game,FL
3608,Lorient vs Dijon,9762.0,3,0,Competitive_Game,FL
3609,Lorient vs Evian,10391.0,2,1,Closed_Game,FL
3610,Lorient vs Guingamp,12650.333333333334,3,2,Competitive_Game,FL
3611,Lorient vs Lens,11945.5,2,1,Closed_Game,FL
3612,Lorient vs Lille,10037.25,2,1,Closed_Game,FL
3613,Lorient vs Lyon,11870.0,1,0,Closed_Game,FL
3614,Lorient vs Marseille,14504.333333333334,2,1,Closed_Game,FL
3615,Lorient vs Metz,13245.0,4,2,Competitive_Open_Game,FL
3616,Lorient vs Monaco,11785.25,3,1,Competitive_Game,FL
3617,Lorient vs Montpellier,10431.333333333334,3,0,Competitive_Game,FL
3618,Lorient vs Nancy,8323.0,2,2,Competitive_Game,FL
3619,Lorient vs Nantes,13998.25,2,1,Closed_Game,FL
3620,Lorient vs Nice,11374.0,1,0,Closed_Game,FL
3621,Lorient vs Nîmes,,3,3,One_Side_Game,FL
3622,Lorient vs Paris S-G,14885.25,3,1,Competitive_Game,FL
3623,Lorient vs Reims,12004.0,1,0,Closed_Game,FL
3624,Lorient vs Rennes,12800.75,2,1,Closed_Game,FL
3625,Lorient vs Saint-Étienne,12410.333333333334,2,1,Closed_Game,FL
3626,Lorient vs Sochaux,,2,1,Closed_Game,FL
3627,Lorient vs Strasbourg,,4,2,Competitive_Open_Game,FL
3628,Lorient vs Toulouse,13323.666666666666,1,0,Closed_Game,FL
3629,Lorient vs Troyes,18000.0,1,0,Closed_Game,FL
3630,Lorient vs Valenciennes,,1,1,Closed_Game,FL
3631,Lyon vs Ajaccio,,2,1,Closed_Game,FL
3632,Lyon vs Amiens,44148.666666666664,1,1,Closed_Game,FL
3633,Lyon vs Angers,38935.0,3,2,Competitive_Game,FL
3634,Lyon vs Auxerre,,3,1,Competitive_Game,FL
3635,Lyon vs Bastia,34773.666666666664,4,2,Competitive_Open_Game,FL
3636,Lyon vs Bordeaux,43827.666666666664,3,0,Competitive_Game,FL
3637,Lyon vs Brest,29018.0,2,0,Closed_Game,FL
3638,Lyon vs Caen,41250.4,2,2,Competitive_Game,FL
3639,Lyon vs Clermont Foot,34713.0,6,0,Competitive_Open_Game,FL
3640,Lyon vs Dijon,40975.8,4,1,Competitive_Open_Game,FL
3641,Lyon vs Evian,36839.0,2,1,Closed_Game,FL
3642,Lyon vs Guingamp,38366.2,3,1,Competitive_Game,FL
3643,Lyon vs Lens,37504.5,3,1,Competitive_Game,FL
3644,Lyon vs Lille,39360.5,2,1,Closed_Game,FL
3645,Lyon vs Lorient,35034.25,3,2,Competitive_Game,FL
3646,Lyon vs Marseille,49899.8,2,1,Closed_Game,FL
3647,Lyon vs Metz,39872.166666666664,2,2,Competitive_Game,FL
3648,Lyon vs Monaco,43879.666666666664,3,1,Competitive_Game,FL
3649,Lyon vs Montpellier,38971.8,3,1,Competitive_Game,FL
3650,Lyon vs Nancy,28349.0,3,2,Competitive_Game,FL
3651,Lyon vs Nantes,42195.666666666664,2,1,Closed_Game,FL
3652,Lyon vs Nice,48318.0,4,1,Competitive_Open_Game,FL
3653,Lyon vs Nîmes,23640.5,1,1,Closed_Game,FL
3654,Lyon vs Paris S-G,46080.142857142855,3,0,Competitive_Game,FL
3655,Lyon vs Reims,37512.5,2,1,Closed_Game,FL
3656,Lyon vs Rennes,37848.333333333336,1,1,Closed_Game,FL
3657,Lyon vs Saint-Étienne,46193.857142857145,2,1,Closed_Game,FL
3658,Lyon vs Sochaux,,2,1,Closed_Game,FL
3659,Lyon vs Strasbourg,31932.0,3,2,Competitive_Game,FL
3660,Lyon vs Toulouse,40144.166666666664,3,2,Competitive_Game,FL
3661,Lyon vs Troyes,41994.0,4,2,Competitive_Open_Game,FL
3662,Lyon vs Valenciennes,,4,1,Competitive_Open_Game,FL
3663,M'Gladbach vs Arminia,24500.0,4,3,One_Side_Game,BL
3664,M'Gladbach vs Augsburg,46960.0,3,1,Competitive_Game,BL
3665,M'Gladbach vs Bayern Munich,49574.42857142857,3,1,Competitive_Game,BL
3666,M'Gladbach vs Bochum,42361.0,3,1,Competitive_Game,BL
3667,M'Gladbach vs Braunschweig,,5,3,One_Side_Game,BL
3668,M'Gladbach vs Darmstadt 98,53812.0,4,0,Competitive_Open_Game,BL
3669,M'Gladbach vs Dortmund,49850.142857142855,2,1,Closed_Game,BL
3670,M'Gladbach vs Düsseldorf,53217.5,3,1,Competitive_Game,BL
3671,M'Gladbach vs Eint Frankfurt,45292.857142857145,3,2,Competitive_Game,BL
3672,M'Gladbach vs Freiburg,41040.0,2,1,Closed_Game,BL
3673,M'Gladbach vs Greuther Fürth,38621.0,2,2,Competitive_Game,BL
3674,M'Gladbach vs Hamburger SV,50807.5,2,1,Closed_Game,BL
3675,M'Gladbach vs Hannover 96,50145.5,2,1,Closed_Game,BL
3676,M'Gladbach vs Hertha BSC,49460.0,2,1,Closed_Game,BL
3677,M'Gladbach vs Hoffenheim,51624.166666666664,3,0,Competitive_Game,BL
3678,M'Gladbach vs Ingolstadt 04,51221.5,1,1,Closed_Game,BL
3679,M'Gladbach vs Kaiserslautern,,1,1,Closed_Game,BL
3680,M'Gladbach vs Köln,53502.75,2,1,Closed_Game,BL
3681,M'Gladbach vs Leverkusen,44474.0,3,1,Competitive_Game,BL
3682,M'Gladbach vs Mainz 05,50258.166666666664,2,1,Closed_Game,BL
3683,M'Gladbach vs Nürnberg,42323.0,3,1,Competitive_Game,BL
3684,M'Gladbach vs Paderborn 07,48823.0,2,2,Competitive_Game,BL
3685,M'Gladbach vs RB Leipzig,49909.25,2,1,Closed_Game,BL
3686,M'Gladbach vs Schalke 04,54016.0,3,1,Competitive_Game,BL
3687,M'Gladbach vs Stuttgart,45618.2,2,1,Closed_Game,BL
3688,M'Gladbach vs Union Berlin,5566.5,3,1,Competitive_Game,BL
3689,M'Gladbach vs Werder Bremen,51725.166666666664,3,2,Competitive_Game,BL
3690,M'Gladbach vs Wolfsburg,41322.166666666664,2,1,Closed_Game,BL
3691,MVV Maastricht vs Almere City,4264.0,4,2,Competitive_Open_Game,D
3692,MVV Maastricht vs Cambuur,5642.0,2,0,Closed_Game,D
3693,MVV Maastricht vs De Graafschap,7733.0,1,1,Closed_Game,D
3694,MVV Maastricht vs Roda JC,8800.0,0,0,Closed_Game,D
3695,MVV Maastricht vs Volendam,4326.0,3,1,Competitive_Game,D
3696,Mainz 05 vs Arminia,,2,0,Closed_Game,BL
3697,Mainz 05 vs Augsburg,24730.0,2,1,Closed_Game,BL
3698,Mainz 05 vs Bayern Munich,33768.333333333336,3,1,Competitive_Game,BL
3699,Mainz 05 vs Bochum,1000.0,1,1,Closed_Game,BL
3700,Mainz 05 vs Braunschweig,,2,2,Competitive_Game,BL
3701,Mainz 05 vs Darmstadt 98,31993.5,1,0,Closed_Game,BL
3702,Mainz 05 vs Dortmund,33597.666666666664,2,1,Closed_Game,BL
3703,Mainz 05 vs Düsseldorf,25307.0,2,1,Closed_Game,BL
3704,Mainz 05 vs Eint Frankfurt,33011.333333333336,2,1,Closed_Game,BL
3705,Mainz 05 vs Freiburg,24180.0,2,1,Closed_Game,BL
3706,Mainz 05 vs Greuther Fürth,11500.0,2,2,Competitive_Game,BL
3707,Mainz 05 vs Hamburger SV,32137.5,2,0,Closed_Game,BL
3708,Mainz 05 vs Hannover 96,26525.75,1,1,Closed_Game,BL
3709,Mainz 05 vs Hertha BSC,24265.0,1,1,Closed_Game,BL
3710,Mainz 05 vs Hoffenheim,23948.666666666668,3,1,Competitive_Game,BL
3711,Mainz 05 vs Ingolstadt 04,25674.5,1,1,Closed_Game,BL
3712,Mainz 05 vs Kaiserslautern,,4,4,One_Side_Game,BL
3713,Mainz 05 vs Köln,30710.5,2,1,Closed_Game,BL
3714,Mainz 05 vs Leverkusen,22112.14285714286,3,1,Competitive_Game,BL
3715,Mainz 05 vs M'Gladbach,26712.25,2,1,Closed_Game,BL
3716,Mainz 05 vs Nürnberg,22005.0,2,1,Closed_Game,BL
3717,Mainz 05 vs Paderborn 07,25672.5,3,3,One_Side_Game,BL
3718,Mainz 05 vs RB Leipzig,22691.75,4,1,Competitive_Open_Game,BL
3719,Mainz 05 vs Schalke 04,30182.666666666668,2,1,Closed_Game,BL
3720,Mainz 05 vs Stuttgart,23245.4,3,1,Competitive_Game,BL
3721,Mainz 05 vs Union Berlin,20174.5,3,1,Competitive_Game,BL
3722,Mainz 05 vs Werder Bremen,29648.0,2,1,Closed_Game,BL
3723,Mainz 05 vs Wolfsburg,23498.0,1,0,Closed_Game,BL
3724,Mallorca vs Alavés,12329.0,1,1,Closed_Game,SP
3725,Mallorca vs Athletic Club,14647.0,2,0,Closed_Game,SP
3726,Mallorca vs Atlético Madrid,19348.0,2,1,Closed_Game,SP
3727,Mallorca vs Barcelona,14654.0,3,2,Competitive_Game,SP
3728,Mallorca vs Betis,11544.5,1,0,Closed_Game,SP
3729,Mallorca vs Celta Vigo,10655.0,2,1,Closed_Game,SP
3730,Mallorca vs Cádiz,12226.0,3,1,Competitive_Game,SP
3731,Mallorca vs Eibar,15127.0,3,1,Competitive_Game,SP
3732,Mallorca vs Elche,12933.0,4,0,Competitive_Open_Game,SP
3733,Mallorca vs Espanyol,11290.5,1,1,Closed_Game,SP
3734,Mallorca vs Getafe,11438.0,2,1,Closed_Game,SP
3735,Mallorca vs Granada,,2,0,Closed_Game,SP
3736,Mallorca vs La Coruña,,5,1,Competitive_Open_Game,SP
3737,Mallorca vs Leganés,,2,0,Closed_Game,SP
3738,Mallorca vs Levante,11803.0,1,1,Closed_Game,SP
3739,Mallorca vs Málaga,,3,1,Competitive_Game,SP
3740,Mallorca vs Osasuna,11000.0,3,0,Competitive_Game,SP
3741,Mallorca vs Racing Sant,,3,1,Competitive_Game,SP
3742,Mallorca vs Rayo Vallecano,,1,0,Closed_Game,SP
3743,Mallorca vs Real Madrid,20275.0,3,2,Competitive_Game,SP
3744,Mallorca vs Real Sociedad,18028.0,1,1,Closed_Game,SP
3745,Mallorca vs Sevilla,14723.0,1,0,Closed_Game,SP
3746,Mallorca vs Sporting Gijón,,3,1,Competitive_Game,SP
3747,Mallorca vs Valencia,9856.0,3,1,Competitive_Game,SP
3748,Mallorca vs Valladolid,13891.0,3,1,Competitive_Game,SP
3749,Mallorca vs Villarreal,8758.0,2,2,Competitive_Game,SP
3750,Mallorca vs Zaragoza,,1,0,Closed_Game,SP
3751,Manchester City vs Arsenal,52579.166666666664,3,1,Competitive_Game,PL
3752,Manchester City vs Aston Villa,51144.666666666664,4,3,One_Side_Game,PL
3753,Manchester City vs Blackburn,,3,3,One_Side_Game,PL
3754,Manchester City vs Bolton,,2,2,Competitive_Game,PL
3755,Manchester City vs Bournemouth,54379.0,4,3,One_Side_Game,PL
3756,Manchester City vs Brentford,51658.0,2,2,Competitive_Game,PL
3757,Manchester City vs Brighton,54183.666666666664,2,2,Competitive_Game,PL
3758,Manchester City vs Burnley,52198.8,3,3,One_Side_Game,PL
3759,Manchester City vs Cardiff City,53559.0,4,2,Competitive_Open_Game,PL
3760,Manchester City vs Chelsea,52996.42857142857,2,1,Closed_Game,PL
3761,Manchester City vs Crystal Palace,52674.71428571428,3,2,Competitive_Game,PL
3762,Manchester City vs Everton,46771.25,2,1,Closed_Game,PL
3763,Manchester City vs Fulham,53307.0,3,3,One_Side_Game,PL
3764,Manchester City vs Huddersfield,54185.5,3,2,Competitive_Game,PL
3765,Manchester City vs Hull City,49813.0,2,1,Closed_Game,PL
3766,Manchester City vs Leeds United,52401.0,5,4,One_Side_Game,PL
3767,Manchester City vs Leicester City,52951.857142857145,4,2,Competitive_Open_Game,PL
3768,Manchester City vs Liverpool,52609.4,3,1,Competitive_Game,PL
3769,Manchester City vs Manchester Utd,52844.833333333336,2,1,Closed_Game,PL
3770,Manchester City vs Middlesbrough,54294.0,2,0,Closed_Game,PL
3771,Manchester City vs Newcastle Utd,51962.5,4,3,One_Side_Game,PL
3772,Manchester City vs Norwich City,52427.5,5,3,One_Side_Game,PL
3773,Manchester City vs QPR,44564.0,5,3,One_Side_Game,PL
3774,Manchester City vs Reading,,1,1,Closed_Game,PL
3775,Manchester City vs Sheffield Utd,54512.0,1,1,Closed_Game,PL
3776,Manchester City vs Southampton,52527.857142857145,3,1,Competitive_Game,PL
3777,Manchester City vs Stoke City,51587.25,3,2,Competitive_Game,PL
3778,Manchester City vs Sunderland,51417.333333333336,4,1,Competitive_Open_Game,PL
3779,Manchester City vs Swansea City,51738.0,3,2,Competitive_Game,PL
