,Game,Attendance,Total_goals,goals_diff,Game_Class,League
3780,Manchester City vs Tottenham,52951.333333333336,3,1,Competitive_Game,PL
3781,Manchester City vs Watford,53335.6,4,3,One_Side_Game,PL
3782,Manchester City vs West Brom,51450.75,3,2,Competitive_Game,PL
3783,Manchester City vs West Ham,52247.0,2,1,Closed_Game,PL
3784,Manchester City vs Wigan Athletic,,2,2,Competitive_Game,PL
3785,Manchester City vs Wolves,53739.666666666664,3,2,Competitive_Game,PL
3786,Manchester Utd vs Arsenal,74540.28571428571,3,1,Competitive_Game,PL
3787,Manchester Utd vs Aston Villa,74277.75,3,1,Competitive_Game,PL
3788,Manchester Utd vs Blackburn,,5,1,Competitive_Open_Game,PL
3789,Manchester Utd vs Bolton,,3,3,One_Side_Game,PL
3790,Manchester Utd vs Bournemouth,74740.5,3,1,Competitive_Game,PL
3791,Manchester Utd vs Brighton,74368.66666666667,2,1,Closed_Game,PL
3792,Manchester Utd vs Burnley,74429.16666666667,3,1,Competitive_Game,PL
3793,Manchester Utd vs Cardiff City,74457.0,2,2,Competitive_Game,PL
3794,Manchester Utd vs Chelsea,74846.66666666667,1,1,Closed_Game,PL
3795,Manchester Utd vs Crystal Palace,74588.0,2,1,Closed_Game,PL
3796,Manchester Utd vs Everton,73132.85714285714,3,0,Competitive_Game,PL
3797,Manchester Utd vs Fulham,42261.5,3,1,Competitive_Game,PL
3798,Manchester Utd vs Huddersfield,74632.5,3,2,Competitive_Game,PL
3799,Manchester Utd vs Hull City,75321.0,2,1,Closed_Game,PL
3800,Manchester Utd vs Leeds United,72732.0,7,4,One_Side_Game,PL
3801,Manchester Utd vs Leicester City,74834.83333333333,2,1,Closed_Game,PL
3802,Manchester Utd vs Liverpool,74593.28571428571,3,1,Competitive_Game,PL
3803,Manchester Utd vs Manchester City,74509.42857142857,2,1,Closed_Game,PL
3804,Manchester Utd vs Middlesbrough,75314.0,3,1,Competitive_Game,PL
3805,Manchester Utd vs Newcastle Utd,74360.66666666667,3,1,Competitive_Game,PL
3806,Manchester Utd vs Norwich City,74295.5,3,3,One_Side_Game,PL
3807,Manchester Utd vs QPR,75355.0,3,2,Competitive_Game,PL
3808,Manchester Utd vs Reading,,1,1,Closed_Game,PL
3809,Manchester Utd vs Sheffield Utd,,3,2,Competitive_Game,PL
3810,Manchester Utd vs Southampton,74787.16666666667,2,1,Closed_Game,PL
3811,Manchester Utd vs Stoke City,75149.75,3,1,Competitive_Game,PL
3812,Manchester Utd vs Sunderland,75332.33333333333,2,1,Closed_Game,PL
3813,Manchester Utd vs Swansea City,75265.75,2,1,Closed_Game,PL
3814,Manchester Utd vs Tottenham,74721.66666666667,3,2,Competitive_Game,PL
3815,Manchester Utd vs Watford,74702.4,2,1,Closed_Game,PL
3816,Manchester Utd vs West Brom,75339.0,1,1,Closed_Game,PL
3817,Manchester Utd vs West Ham,74752.66666666667,2,1,Closed_Game,PL
3818,Manchester Utd vs Wigan Athletic,,4,4,One_Side_Game,PL
3819,Manchester Utd vs Wolves,73632.33333333333,1,1,Closed_Game,PL
3820,Marseille vs Ajaccio,,2,1,Closed_Game,FL
3821,Marseille vs Amiens,52246.333333333336,3,1,Competitive_Game,FL
3822,Marseille vs Angers,48190.333333333336,3,1,Competitive_Game,FL
3823,Marseille vs Auxerre,,3,3,One_Side_Game,FL
3824,Marseille vs Bastia,56629.666666666664,2,1,Closed_Game,FL
3825,Marseille vs Bordeaux,52978.5,2,0,Closed_Game,FL
3826,Marseille vs Brest,52213.5,2,1,Closed_Game,FL
3827,Marseille vs Caen,44050.4,2,1,Closed_Game,FL
3828,Marseille vs Dijon,42641.5,2,1,Closed_Game,FL
3829,Marseille vs Evian,46578.0,1,1,Closed_Game,FL
3830,Marseille vs Guingamp,38746.8,2,1,Closed_Game,FL
3831,Marseille vs Lens,51402.0,3,1,Competitive_Game,FL
3832,Marseille vs Lille,40728.57142857143,2,1,Closed_Game,FL
3833,Marseille vs Lorient,41228.75,3,1,Competitive_Game,FL
3834,Marseille vs Lyon,52516.166666666664,2,1,Closed_Game,FL
3835,Marseille vs Metz,39399.4,2,1,Closed_Game,FL
3836,Marseille vs Monaco,49138.6,3,1,Competitive_Game,FL
3837,Marseille vs Montpellier,41819.0,3,1,Competitive_Game,FL
3838,Marseille vs Nancy,27854.0,2,2,Competitive_Game,FL
3839,Marseille vs Nantes,43491.166666666664,2,1,Closed_Game,FL
3840,Marseille vs Nice,53432.2,2,1,Closed_Game,FL
3841,Marseille vs Nîmes,60828.5,3,1,Competitive_Game,FL
3842,Marseille vs Paris S-G,64313.166666666664,3,1,Competitive_Game,FL
3843,Marseille vs Reims,48595.0,2,0,Closed_Game,FL
3844,Marseille vs Rennes,47032.28571428572,2,1,Closed_Game,FL
3845,Marseille vs Saint-Étienne,51708.57142857143,2,1,Closed_Game,FL
3846,Marseille vs Sochaux,,3,1,Competitive_Game,FL
3847,Marseille vs Strasbourg,45133.666666666664,2,1,Closed_Game,FL
3848,Marseille vs Toulouse,48471.0,1,1,Closed_Game,FL
3849,Marseille vs Troyes,37949.0,2,1,Closed_Game,FL
3850,Marseille vs Valenciennes,,2,0,Closed_Game,FL
3851,Marítimo vs Académica,4993.5,3,1,Competitive_Game,P
3852,Marítimo vs Arouca,5000.75,2,0,Closed_Game,P
3853,Marítimo vs Aves,6176.333333333333,2,1,Closed_Game,P
3854,Marítimo vs Beira-Mar,,1,0,Closed_Game,P
3855,Marítimo vs Belenenses,5465.142857142857,2,1,Closed_Game,P
3856,Marítimo vs Benfica,9236.8,2,1,Closed_Game,P
3857,Marítimo vs Boavista,5341.166666666667,1,1,Closed_Game,P
3858,Marítimo vs Braga,5368.142857142857,2,1,Closed_Game,P
3859,Marítimo vs Chaves,6097.333333333333,3,1,Competitive_Game,P
3860,Marítimo vs Estoril,5673.75,1,0,Closed_Game,P
3861,Marítimo vs FC Vizela,2468.0,2,2,Competitive_Game,P
3862,Marítimo vs Famalicão,,5,2,Competitive_Open_Game,P
3863,Marítimo vs Feirense,7234.666666666667,3,2,Competitive_Game,P
3864,Marítimo vs Gil Vicente,1500.0,3,0,Competitive_Game,P
3865,Marítimo vs Gil Vicente FC,2106.0,2,1,Closed_Game,P
3866,Marítimo vs Moreirense,5381.285714285715,2,1,Closed_Game,P
3867,Marítimo vs Nacional,7481.75,2,0,Closed_Game,P
3868,Marítimo vs Olhanense,,2,0,Closed_Game,P
3869,Marítimo vs Paços,5832.5,2,1,Closed_Game,P
3870,Marítimo vs Penafiel,2576.0,2,2,Competitive_Game,P
3871,Marítimo vs Portimonense,5507.666666666667,2,1,Closed_Game,P
3872,Marítimo vs Porto,8267.42857142857,1,0,Closed_Game,P
3873,Marítimo vs Rio Ave,4961.2,2,1,Closed_Game,P
3874,Marítimo vs SC Farense,,1,1,Closed_Game,P
3875,Marítimo vs Santa Clara,3811.3333333333335,3,1,Competitive_Game,P
3876,Marítimo vs Sporting CP,8811.5,2,0,Closed_Game,P
3877,Marítimo vs Tondela,5376.0,2,1,Closed_Game,P
3878,Marítimo vs União,6937.0,1,1,Closed_Game,P
3879,Marítimo vs União de Leiria,,1,1,Closed_Game,P
3880,Marítimo vs Vitória,5390.166666666667,2,1,Closed_Game,P
3881,Marítimo vs Vitória Setúbal,5151.0,2,1,Closed_Game,P
3882,Metz vs Amiens,15092.5,2,1,Closed_Game,FL
3883,Metz vs Angers,14301.666666666666,2,1,Closed_Game,FL
3884,Metz vs Bastia,17539.0,2,1,Closed_Game,FL
3885,Metz vs Bordeaux,15469.833333333334,2,1,Closed_Game,FL
3886,Metz vs Brest,,2,2,Competitive_Game,FL
3887,Metz vs Caen,16614.5,3,0,Competitive_Game,FL
3888,Metz vs Dijon,12896.666666666666,2,0,Closed_Game,FL
3889,Metz vs Evian,16286.0,3,1,Competitive_Game,FL
3890,Metz vs Guingamp,15757.25,3,1,Competitive_Game,FL
3891,Metz vs Lens,16875.0,3,2,Competitive_Game,FL
3892,Metz vs Lille,15668.8,4,1,Competitive_Open_Game,FL
3893,Metz vs Lorient,14084.25,5,1,Competitive_Open_Game,FL
3894,Metz vs Lyon,17986.666666666668,3,2,Competitive_Game,FL
3895,Metz vs Marseille,21554.333333333332,2,1,Closed_Game,FL
3896,Metz vs Monaco,16392.0,3,3,One_Side_Game,FL
3897,Metz vs Montpellier,13471.0,2,1,Closed_Game,FL
3898,Metz vs Nancy,20009.0,3,1,Competitive_Game,FL
3899,Metz vs Nantes,15194.4,1,0,Closed_Game,FL
3900,Metz vs Nice,13860.6,3,1,Competitive_Game,FL
3901,Metz vs Nîmes,14797.0,3,2,Competitive_Game,FL
3902,Metz vs Paris S-G,20960.0,4,1,Competitive_Open_Game,FL
3903,Metz vs Reims,15839.0,2,1,Closed_Game,FL
3904,Metz vs Rennes,15252.0,2,0,Closed_Game,FL
3905,Metz vs Saint-Étienne,14054.42857142857,2,1,Closed_Game,FL
3906,Metz vs Strasbourg,13317.666666666666,2,1,Closed_Game,FL
3907,Metz vs Toulouse,15795.4,3,0,Competitive_Game,FL
3908,Metz vs Troyes,15380.0,1,1,Closed_Game,FL
3909,Middlesbrough vs Arsenal,31298.0,3,1,Competitive_Game,PL
3910,Middlesbrough vs Bournemouth,29600.0,2,2,Competitive_Game,PL
3911,Middlesbrough vs Burnley,29547.0,0,0,Closed_Game,PL
3912,Middlesbrough vs Chelsea,32704.0,1,1,Closed_Game,PL
3913,Middlesbrough vs Crystal Palace,30551.0,3,1,Competitive_Game,PL
3914,Middlesbrough vs Everton,31496.0,0,0,Closed_Game,PL
3915,Middlesbrough vs Hull City,27395.0,1,1,Closed_Game,PL
3916,Middlesbrough vs Leicester City,32437.0,0,0,Closed_Game,PL
3917,Middlesbrough vs Liverpool,32704.0,3,3,One_Side_Game,PL
3918,Middlesbrough vs Manchester City,29763.0,4,0,Competitive_Open_Game,PL
3919,Middlesbrough vs Manchester Utd,32689.0,4,2,Competitive_Open_Game,PL
3920,Middlesbrough vs Southampton,28203.0,3,1,Competitive_Game,PL
3921,Middlesbrough vs Stoke City,32110.0,2,0,Closed_Game,PL
3922,Middlesbrough vs Sunderland,30742.0,1,1,Closed_Game,PL
3923,Middlesbrough vs Swansea City,28302.0,3,3,One_Side_Game,PL
3924,Middlesbrough vs Tottenham,32703.0,3,1,Competitive_Game,PL
3925,Middlesbrough vs Watford,28131.0,1,1,Closed_Game,PL
3926,Middlesbrough vs West Brom,27316.0,2,0,Closed_Game,PL
3927,Middlesbrough vs West Ham,30848.0,4,2,Competitive_Open_Game,PL
3928,Milan vs Atalanta,38808.4,1,1,Closed_Game,IT
3929,Milan vs Benevento,47655.0,1,1,Closed_Game,IT
3930,Milan vs Bologna,32882.2,2,1,Closed_Game,IT
3931,Milan vs Brescia,56691.0,1,1,Closed_Game,IT
3932,Milan vs Cagliari,37781.6,2,2,Competitive_Game,IT
3933,Milan vs Carpi,28801.0,0,0,Closed_Game,IT
3934,Milan vs Catania,,3,2,Competitive_Game,IT
3935,Milan vs Cesena,27958.0,1,1,Closed_Game,IT
3936,Milan vs Chievo,37054.0,3,2,Competitive_Game,IT
3937,Milan vs Crotone,39913.0,2,2,Competitive_Game,IT
3938,Milan vs Empoli,37236.75,2,1,Closed_Game,IT
3939,Milan vs Fiorentina,42904.666666666664,2,1,Closed_Game,IT
3940,Milan vs Frosinone,48850.5,4,1,Competitive_Open_Game,IT
3941,Milan vs Genoa,37050.6,2,0,Closed_Game,IT
3942,Milan vs Hellas Verona,40426.8,3,0,Competitive_Game,IT
3943,Milan vs Inter,73772.42857142857,2,1,Closed_Game,IT
3944,Milan vs Juventus,64660.0,2,1,Closed_Game,IT
3945,Milan vs Lazio,40837.71428571428,2,1,Closed_Game,IT
3946,Milan vs Lecce,48703.0,3,1,Competitive_Game,IT
3947,Milan vs Livorno,,3,3,One_Side_Game,IT
3948,Milan vs Napoli,54204.57142857143,1,0,Closed_Game,IT
3949,Milan vs Novara,,3,1,Competitive_Game,IT
3950,Milan vs Palermo,32923.0,3,2,Competitive_Game,IT
3951,Milan vs Parma,38835.5,4,1,Competitive_Open_Game,IT
3952,Milan vs Pescara,36535.0,3,2,Competitive_Game,IT
3953,Milan vs Roma,47760.666666666664,3,1,Competitive_Game,IT
3954,Milan vs SPAL,46629.333333333336,2,1,Closed_Game,IT
3955,Milan vs Salernitana,43609.0,2,2,Competitive_Game,IT
3956,Milan vs Sampdoria,41265.0,1,0,Closed_Game,IT
3957,Milan vs Sassuolo,45681.57142857143,2,0,Closed_Game,IT
3958,Milan vs Siena,,2,1,Closed_Game,IT
3959,Milan vs Spezia,3000.0,3,2,Competitive_Game,IT
3960,Milan vs Torino,40051.142857142855,1,1,Closed_Game,IT
3961,Milan vs Udinese,41229.0,2,0,Closed_Game,IT
3962,Milan vs Venezia,26185.0,2,2,Competitive_Game,IT
3963,Monaco vs Ajaccio,,1,1,Closed_Game,FL
3964,Monaco vs Amiens,7518.333333333333,1,1,Closed_Game,FL
3965,Monaco vs Angers,5534.0,2,1,Closed_Game,FL
3966,Monaco vs Bastia,6600.666666666667,4,4,One_Side_Game,FL
3967,Monaco vs Bordeaux,7788.5,2,1,Closed_Game,FL
3968,Monaco vs Brest,4576.0,3,2,Competitive_Game,FL
3969,Monaco vs Caen,6243.4,2,1,Closed_Game,FL
3970,Monaco vs Clermont Foot,2633.0,4,4,One_Side_Game,FL
3971,Monaco vs Dijon,7383.6,3,1,Competitive_Game,FL
3972,Monaco vs Evian,5576.0,2,1,Closed_Game,FL
3973,Monaco vs Guingamp,7178.0,3,1,Competitive_Game,FL
3974,Monaco vs Lens,6084.5,2,2,Competitive_Game,FL
3975,Monaco vs Lille,9036.0,2,1,Closed_Game,FL
3976,Monaco vs Lorient,7255.25,2,1,Closed_Game,FL
3977,Monaco vs Lyon,10061.0,3,1,Competitive_Game,FL
3978,Monaco vs Marseille,12744.285714285714,4,2,Competitive_Open_Game,FL
3979,Monaco vs Metz,6404.2,4,3,One_Side_Game,FL
3980,Monaco vs Montpellier,6276.714285714285,3,1,Competitive_Game,FL
3981,Monaco vs Nancy,5539.0,6,6,One_Side_Game,FL
3982,Monaco vs Nantes,7435.0,2,1,Closed_Game,FL
3983,Monaco vs Nice,12045.833333333334,2,1,Closed_Game,FL
3984,Monaco vs Nîmes,7137.5,3,1,Competitive_Game,FL
3985,Monaco vs Paris S-G,13806.333333333334,3,1,Competitive_Game,FL
3986,Monaco vs Reims,5606.333333333333,2,0,Closed_Game,FL
3987,Monaco vs Rennes,5779.142857142857,3,1,Competitive_Game,FL
3988,Monaco vs Saint-Étienne,10143.333333333334,2,1,Closed_Game,FL
3989,Monaco vs Sochaux,,3,1,Competitive_Game,FL
3990,Monaco vs Strasbourg,5971.5,4,2,Competitive_Open_Game,FL
3991,Monaco vs Toulouse,8962.4,3,1,Competitive_Game,FL
3992,Monaco vs Troyes,8935.0,5,1,Competitive_Open_Game,FL
3993,Monaco vs Valenciennes,,3,1,Competitive_Game,FL
3994,Montpellier vs Ajaccio,,2,2,Competitive_Game,FL
3995,Montpellier vs Amiens,12074.333333333334,3,0,Competitive_Game,FL
3996,Montpellier vs Angers,10821.0,2,1,Closed_Game,FL
3997,Montpellier vs Auxerre,,4,2,Competitive_Open_Game,FL
3998,Montpellier vs Bastia,9756.333333333334,3,2,Competitive_Game,FL
3999,Montpellier vs Bordeaux,11744.666666666666,2,1,Closed_Game,FL
4000,Montpellier vs Brest,12975.0,2,1,Closed_Game,FL
4001,Montpellier vs Caen,13189.2,2,1,Closed_Game,FL
4002,Montpellier vs Clermont Foot,9643.0,1,1,Closed_Game,FL
4003,Montpellier vs Dijon,13543.8,4,0,Competitive_Open_Game,FL
4004,Montpellier vs Evian,8440.0,3,0,Competitive_Game,FL
4005,Montpellier vs Guingamp,9953.8,2,0,Closed_Game,FL
4006,Montpellier vs Lens,11129.0,3,0,Competitive_Game,FL
4007,Montpellier vs Lille,11092.166666666666,2,1,Closed_Game,FL
4008,Montpellier vs Lorient,9305.25,2,1,Closed_Game,FL
4009,Montpellier vs Lyon,15835.142857142857,3,1,Competitive_Game,FL
4010,Montpellier vs Marseille,18359.166666666668,3,1,Competitive_Game,FL
4011,Montpellier vs Metz,11336.4,2,1,Closed_Game,FL
4012,Montpellier vs Monaco,12188.57142857143,3,0,Competitive_Game,FL
4013,Montpellier vs Nancy,9463.0,0,0,Closed_Game,FL
4014,Montpellier vs Nantes,11684.833333333334,2,1,Closed_Game,FL
4015,Montpellier vs Nice,12463.5,2,1,Closed_Game,FL
4016,Montpellier vs Nîmes,18249.5,1,1,Closed_Game,FL
4017,Montpellier vs Paris S-G,20640.5,2,1,Closed_Game,FL
4018,Montpellier vs Reims,11187.0,3,2,Competitive_Game,FL
4019,Montpellier vs Rennes,11360.5,1,0,Closed_Game,FL
4020,Montpellier vs Saint-Étienne,12993.857142857143,1,1,Closed_Game,FL
4021,Montpellier vs Sochaux,,2,1,Closed_Game,FL
4022,Montpellier vs Strasbourg,11216.25,3,0,Competitive_Game,FL
4023,Montpellier vs Toulouse,14846.0,2,1,Closed_Game,FL
4024,Montpellier vs Troyes,8534.0,1,0,Closed_Game,FL
4025,Montpellier vs Valenciennes,,1,1,Closed_Game,FL
4026,Moreirense vs Académica,2004.0,3,0,Competitive_Game,P
4027,Moreirense vs Arouca,1059.25,2,1,Closed_Game,P
4028,Moreirense vs Aves,2379.6666666666665,3,1,Competitive_Game,P
4029,Moreirense vs Beira-Mar,,3,3,One_Side_Game,P
4030,Moreirense vs Belenenses,1262.857142857143,3,1,Competitive_Game,P
4031,Moreirense vs Benfica,4700.428571428572,2,1,Closed_Game,P
4032,Moreirense vs Boavista,4243.666666666667,1,0,Closed_Game,P
4033,Moreirense vs Braga,2248.5714285714284,2,1,Closed_Game,P
4034,Moreirense vs Chaves,2185.0,0,0,Closed_Game,P
4035,Moreirense vs Estoril,1223.6,2,0,Closed_Game,P
4036,Moreirense vs Famalicão,1331.0,3,1,Competitive_Game,P
4037,Moreirense vs Feirense,1543.6666666666667,1,0,Closed_Game,P
4038,Moreirense vs Gil Vicente,1800.0,1,1,Closed_Game,P
4039,Moreirense vs Gil Vicente FC,1403.5,3,1,Competitive_Game,P
4040,Moreirense vs Marítimo,1526.8333333333333,1,0,Closed_Game,P
4041,Moreirense vs Nacional,1266.5,3,1,Competitive_Game,P
4042,Moreirense vs Olhanense,,2,0,Closed_Game,P
4043,Moreirense vs Paços,1774.6,2,1,Closed_Game,P
4044,Moreirense vs Penafiel,2600.0,0,0,Closed_Game,P
4045,Moreirense vs Portimonense,1304.25,2,0,Closed_Game,P
4046,Moreirense vs Porto,4038.6666666666665,2,1,Closed_Game,P
4047,Moreirense vs Rio Ave,1642.2,1,0,Closed_Game,P
4048,Moreirense vs SC Farense,,2,2,Competitive_Game,P
4049,Moreirense vs Santa Clara,1517.3333333333333,1,1,Closed_Game,P
4050,Moreirense vs Sporting CP,3781.8,2,0,Closed_Game,P
4051,Moreirense vs Tondela,1774.5,3,1,Competitive_Game,P
4052,Moreirense vs União,1191.0,0,0,Closed_Game,P
4053,Moreirense vs Vitória,4996.666666666667,3,0,Competitive_Game,P
4054,Moreirense vs Vitória Setúbal,1465.3333333333333,2,0,Closed_Game,P
4055,Málaga vs Alavés,18870.0,3,2,Competitive_Game,SP
4056,Málaga vs Almería,19500.0,2,1,Closed_Game,SP
4057,Málaga vs Athletic Club,24014.25,2,0,Closed_Game,SP
4058,Málaga vs Atlético Madrid,24615.5,1,0,Closed_Game,SP
4059,Málaga vs Barcelona,26840.0,2,1,Closed_Game,SP
4060,Málaga vs Betis,23490.666666666668,2,1,Closed_Game,SP
4061,Málaga vs Celta Vigo,21182.0,2,2,Competitive_Game,SP
4062,Málaga vs Córdoba,24547.0,2,2,Competitive_Game,SP
4063,Málaga vs Eibar,24389.75,1,0,Closed_Game,SP
4064,Málaga vs Elche,18714.0,2,1,Closed_Game,SP
4065,Málaga vs Espanyol,18527.5,2,1,Closed_Game,SP
4066,Málaga vs Getafe,16592.333333333332,3,1,Competitive_Game,SP
4067,Málaga vs Girona,22125.0,0,0,Closed_Game,SP
4068,Málaga vs Granada,20743.333333333332,3,2,Competitive_Game,SP
4069,Málaga vs La Coruña,20439.25,4,1,Competitive_Open_Game,SP
4070,Málaga vs Las Palmas,20318.333333333332,4,2,Competitive_Open_Game,SP
4071,Málaga vs Leganés,21471.0,3,3,One_Side_Game,SP
4072,Málaga vs Levante,18482.666666666668,1,1,Closed_Game,SP
4073,Málaga vs Mallorca,,3,1,Competitive_Game,SP
4074,Málaga vs Osasuna,22347.0,1,0,Closed_Game,SP
4075,Málaga vs Racing Sant,,3,3,One_Side_Game,SP
4076,Málaga vs Rayo Vallecano,17779.5,4,2,Competitive_Open_Game,SP
4077,Málaga vs Real Madrid,28591.0,2,1,Closed_Game,SP
4078,Málaga vs Real Sociedad,17458.25,2,1,Closed_Game,SP
4079,Málaga vs Sevilla,22990.5,2,0,Closed_Game,SP
4080,Málaga vs Sporting Gijón,19806.5,2,1,Closed_Game,SP
4081,Málaga vs Valencia,21242.5,2,1,Closed_Game,SP
4082,Málaga vs Valladolid,,2,0,Closed_Game,SP
4083,Málaga vs Villarreal,20416.5,1,1,Closed_Game,SP
4084,Málaga vs Zaragoza,,4,2,Competitive_Open_Game,SP
4085,NAC Breda vs ADO Den Haag,18423.333333333332,2,1,Closed_Game,D
4086,NAC Breda vs AZ Alkmaar,18444.333333333332,2,1,Closed_Game,D
4087,NAC Breda vs Ajax,18946.0,3,3,One_Side_Game,D
4088,NAC Breda vs Cambuur,17100.0,2,1,Closed_Game,D
4089,NAC Breda vs De Graafschap,18710.0,2,1,Closed_Game,D
4090,NAC Breda vs Dordrecht,18600.0,4,0,Competitive_Open_Game,D
4091,NAC Breda vs Emmen,18422.0,2,0,Closed_Game,D
4092,NAC Breda vs Excelsior,18222.333333333332,2,1,Closed_Game,D
4093,NAC Breda vs FC Eindhoven,,2,2,Competitive_Game,D
4094,NAC Breda vs Feyenoord,18645.333333333332,3,1,Competitive_Game,D
4095,NAC Breda vs Fortuna Sittard,18000.0,5,1,Competitive_Open_Game,D
4096,NAC Breda vs Go Ahead Eag,18600.0,3,3,One_Side_Game,D
4097,NAC Breda vs Groningen,17878.333333333332,3,0,Competitive_Game,D
4098,NAC Breda vs Heerenveen,18402.666666666668,3,1,Competitive_Game,D
4099,NAC Breda vs Heracles Almelo,18140.0,3,1,Competitive_Game,D
4100,NAC Breda vs NEC Nijmegen,10750.0,2,0,Closed_Game,D
4101,NAC Breda vs PSV Eindhoven,18638.0,3,2,Competitive_Game,D
4102,NAC Breda vs RKC Waalwijk,,3,0,Competitive_Game,D
4103,NAC Breda vs Roda JC,18412.0,3,2,Competitive_Game,D
4104,NAC Breda vs Sparta R'dam,17912.0,4,0,Competitive_Open_Game,D
4105,NAC Breda vs Twente,15044.5,1,1,Closed_Game,D
4106,NAC Breda vs Utrecht,18227.333333333332,3,1,Competitive_Game,D
4107,NAC Breda vs VVV-Venlo,18194.5,2,1,Closed_Game,D
4108,NAC Breda vs Vitesse,18215.666666666668,2,1,Closed_Game,D
4109,NAC Breda vs Volendam,16554.0,3,2,Competitive_Game,D
4110,NAC Breda vs Willem II,18168.25,2,1,Closed_Game,D
4111,NAC Breda vs Zwolle,16946.333333333332,2,1,Closed_Game,D
4112,NEC Nijmegen vs ADO Den Haag,11367.0,3,2,Competitive_Game,D
4113,NEC Nijmegen vs AZ Alkmaar,11815.0,3,1,Competitive_Game,D
4114,NEC Nijmegen vs Ajax,12410.5,4,3,One_Side_Game,D
4115,NEC Nijmegen vs Cambuur,12334.0,3,0,Competitive_Game,D
4116,NEC Nijmegen vs De Graafschap,11673.0,2,2,Competitive_Game,D
4117,NEC Nijmegen vs Emmen,7410.5,3,2,Competitive_Game,D
4118,NEC Nijmegen vs Excelsior,11270.0,1,1,Closed_Game,D
4119,NEC Nijmegen vs Feyenoord,11805.0,3,1,Competitive_Game,D
4120,NEC Nijmegen vs Go Ahead Eag,11600.0,2,0,Closed_Game,D
4121,NEC Nijmegen vs Groningen,11190.0,3,1,Competitive_Game,D
4122,NEC Nijmegen vs Heerenveen,9809.0,3,1,Competitive_Game,D
4123,NEC Nijmegen vs Heracles Almelo,12069.0,2,1,Closed_Game,D
4124,NEC Nijmegen vs NAC Breda,12500.0,3,1,Competitive_Game,D
4125,NEC Nijmegen vs PSV Eindhoven,11976.5,2,2,Competitive_Game,D
4126,NEC Nijmegen vs RKC Waalwijk,8261.0,2,0,Closed_Game,D
4127,NEC Nijmegen vs Roda JC,11839.0,3,1,Competitive_Game,D
4128,NEC Nijmegen vs Sparta R'dam,11207.0,1,1,Closed_Game,D
4129,NEC Nijmegen vs Twente,11025.0,4,2,Competitive_Open_Game,D
4130,NEC Nijmegen vs Utrecht,10507.333333333334,2,1,Closed_Game,D
4131,NEC Nijmegen vs VVV-Venlo,,2,1,Closed_Game,D
4132,NEC Nijmegen vs Vitesse,12366.666666666666,2,0,Closed_Game,D
4133,NEC Nijmegen vs Willem II,10271.666666666666,0,0,Closed_Game,D
4134,NEC Nijmegen vs Zwolle,9967.666666666666,3,1,Competitive_Game,D
4135,Nacional vs Académica,1996.5,2,1,Closed_Game,P
4136,Nacional vs Arouca,4706.666666666667,2,0,Closed_Game,P
4137,Nacional vs Aves,2367.0,0,0,Closed_Game,P
4138,Nacional vs Beira-Mar,,4,1,Competitive_Open_Game,P
4139,Nacional vs Belenenses,2554.0,2,0,Closed_Game,P
4140,Nacional vs Benfica,4840.75,4,2,Competitive_Open_Game,P
4141,Nacional vs Boavista,2180.5,2,0,Closed_Game,P
4142,Nacional vs Braga,2071.25,3,1,Competitive_Game,P
4143,Nacional vs Chaves,1916.0,1,1,Closed_Game,P
4144,Nacional vs Estoril,1561.3333333333333,2,1,Closed_Game,P
4145,Nacional vs Famalicão,,3,1,Competitive_Game,P
4146,Nacional vs Feirense,3290.5,2,2,Competitive_Game,P
4147,Nacional vs Gil Vicente,2000.0,3,1,Competitive_Game,P
4148,Nacional vs Gil Vicente FC,,3,1,Competitive_Game,P
4149,Nacional vs Marítimo,3921.0,2,1,Closed_Game,P
4150,Nacional vs Moreirense,2748.25,1,1,Closed_Game,P
4151,Nacional vs Olhanense,,1,1,Closed_Game,P
4152,Nacional vs Paços,1625.6666666666667,2,1,Closed_Game,P
4153,Nacional vs Penafiel,1072.0,2,2,Competitive_Game,P
4154,Nacional vs Portimonense,1458.0,3,2,Competitive_Game,P
4155,Nacional vs Porto,3804.5,2,1,Closed_Game,P
4156,Nacional vs Rio Ave,1993.75,1,0,Closed_Game,P
4157,Nacional vs SC Farense,,5,1,Competitive_Open_Game,P
4158,Nacional vs Santa Clara,2427.0,3,2,Competitive_Game,P
4159,Nacional vs Sporting CP,3546.25,2,1,Closed_Game,P
4160,Nacional vs Tondela,1664.6666666666667,4,1,Competitive_Open_Game,P
4161,Nacional vs União,3761.0,1,1,Closed_Game,P
