Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
10,Thu,2018-11-22,18:20,Al-Wehda,1–0,Al-Batin,6634,King Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
10,Fri,2018-11-23,17:30,Al-Qadsiah,3–1,Al-Raed,902,Prince Saud bin Jalawi Stadium,Artur Soares Dias,Match Report,
10,Fri,2018-11-23,19:40,Al-Nassr,1–0,Al-Shabab,4331,Prince Faisal bin Fahd Stadium,Pavel Královec,Match Report,
10,Sat,2018-11-24,17:30,Al-Ettifaq,2–4,Al-Taawoun,1273,Prince Saud bin Jalawi Stadium,Tomasz Kwiatkowski,Match Report,
10,Sat,2018-11-24,17:50,Al-Faisaly,1–1,Al-Hilal,3498,Al Majma'ah Sport City,Viktor Kassai,Match Report,
10,Sun,2018-11-25,19:40,Al-Ittihad,1–3,Al-Ahli,46527,King Abdullah Sports City,Milorad Mažić,Match Report,
11,Thu,2018-11-29,17:45,Al-Shabab,2–2,Al-Ettifaq,866,Prince Faisal bin Fahd Stadium,Kevin Blom,Match Report,
11,Fri,2018-11-30,17:25,Al-Qadsiah,1–1,Al-Faisaly,1178,Prince Saud bin Jalawi Stadium,Tasos Sidiropoulos,Match Report,
11,Fri,2018-11-30,18:30,Al-Ahli,1–1,Al-Fayha,15969,King Abdullah Sports City Reserve Stadiu...,Damir Skomina,Match Report,
11,Sat,2018-12-01,17:25,Al-Fateh,0–2,Al-Taawoun,3491,Prince Abdullah bin Jalawi Stadium,Paweł Raczkowski,Match Report,
11,Sat,2018-12-01,17:40,Al-Batin,1–3,Al-Raed,3021,Al-Batin FC Stadium,Kevin Blom,Match Report,
11,Sun,2018-12-02,17:45,Al-Nassr,1–2,Al-Wehda,4763,Prince Faisal bin Fahd Stadium,Sandro Ricci,Match Report,
11,Sun,2018-12-02,18:15,Al-Ittihad,2–2,Al-Hazem,15905,King Abdullah Sports City,Svein Oddvar Moen,Match Report,
12,Thu,2018-12-06,15:00,Al-Batin,1–0,Al-Fayha,2696,Al-Batin FC Stadium,Simon Evans,Match Report,
12,Thu,2018-12-06,17:25,Al-Qadsiah,2–0,Al-Ettifaq,3094,Prince Saud bin Jalawi Stadium,Viktor Kassai,Match Report,
12,Thu,2018-12-06,17:45,Al-Shabab,1–0,Ohod,1214,Prince Faisal bin Fahd Stadium,Pavel Královec,Match Report,
12,Thu,2018-12-06,19:40,Al-Ittihad,1–2,Al-Faisaly,23379,King Abdullah Sports City,Ovidiu Hațegan,Match Report,
12,Fri,2018-12-07,18:20,Al-Wehda,0–1,Al-Taawoun,3683,King Abdul Aziz Stadium,João Santos Capela,Match Report,
12,Sat,2018-12-08,15:05,Al-Hilal,2–2,Al-Nassr,23047,King Saud University Stadium,Néstor Pitana,Match Report,
12,Sat,2018-12-08,17:30,Al-Fateh,3–2,Al-Hazem,1779,Prince Abdullah bin Jalawi Stadium,Wilmar Roldán,Match Report,
12,Sat,2018-12-08,17:50,Al-Raed,0–0,Al-Ahli,1953,Prince Abdullah bin Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
11,Wed,2018-12-12,18:20,Ohod,0–1,Al-Hilal,20207,Prince Mohammed bin Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
13,Thu,2018-12-13,17:30,Al-Fateh,1–1,Al-Faisaly,2902,Prince Abdullah bin Jalawi Stadium,Szymon Marciniak,Match Report,
13,Thu,2018-12-13,17:30,Al-Ettifaq,2–1,Al-Wehda,2485,Prince Mohamed bin Fahd Stadium,Mark Clattenburg,Match Report,
13,Fri,2018-12-14,15:05,Al-Nassr,4–0,Al-Raed,6787,Prince Faisal bin Fahd Stadium,Ovidiu Hațegan,Match Report,
13,Fri,2018-12-14,15:15,Al-Taawoun,3–0,Al-Fayha,2957,Prince Abdullah bin Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
13,Fri,2018-12-14,17:45,Al-Batin,1–3,Al-Ittihad,6000,Al-Batin FC Stadium,Alan Kelly,Match Report,
13,Sat,2018-12-15,15:05,Al-Hilal,1–2,Al-Hazem,12286,King Saud University Stadium,Milorad Mažić,Match Report,
13,Sat,2018-12-15,18:25,Al-Ahli,0–1,Al-Shabab,20876,King Abdullah Sports City,Szymon Marciniak,Match Report,
13,Mon,2018-12-17,18:20,Ohod,1–3,Al-Qadsiah,7110,Prince Mohammed bin Abdul Aziz Stadium,Mark Clattenburg,Match Report,
14,Thu,2018-12-20,15:20,Al-Raed,1–0,Al-Hazem,2197,Prince Abdullah bin Abdul Aziz Stadium,Artur Soares Dias,Match Report,
14,Thu,2018-12-20,17:50,Al-Faisaly,3–0,Al-Wehda,720,Al Majma'ah Sport City,Pavel Královec,Match Report,
14,Fri,2018-12-21,15:10,Al-Shabab,4–0,Al-Batin,1073,Prince Faisal bin Fahd Stadium,Mark Clattenburg,Match Report,
14,Fri,2018-12-21,15:10,Al-Hilal,4–3,Al-Ahli,21577,King Saud University Stadium,Clément Turpin,Match Report,
14,Fri,2018-12-21,17:30,Al-Qadsiah,3–1,Al-Taawoun,1415,Prince Saud bin Jalawi Stadium,Tasos Sidiropoulos,Match Report,
14,Fri,2018-12-21,17:30,Al-Fateh,0–0,Al-Ettifaq,3146,Prince Abdullah bin Jalawi Stadium,Hugo Miguel,Match Report,
14,Fri,2018-12-21,18:25,Al-Ittihad,1–2,Al-Nassr,50376,King Abdullah Sports City,Viktor Kassai,Match Report,
14,Sat,2018-12-22,15:15,Al-Fayha,3–0,Ohod,732,Al Majma'ah Sport City,Sergey Karasev,Match Report,
