Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Fri,2020-02-14,20:00 (22:00),VVV-Venlo,1–0,Heracles Almelo,6594,Seacon Stadion De Koel,Ingmar Oostrom,Match Report,
23,Sat,2020-02-15,18:30 (20:30),Twente,2–0,AZ Alkmaar,27300,De Grolsch Veste,Allard Lindhout,Match Report,
23,Sat,2020-02-15,19:45 (21:45),ADO Den Haag,0–3,PSV Eindhoven,13370,Cars Jeans Stadion,Pol van Boekel,Match Report,
23,Sat,2020-02-15,20:45 (22:45),Fortuna Sittard,0–0,Emmen,7856,Fortuna Sittard Stadion,Jeroen Manschot,Match Report,
23,Sun,2020-02-16,12:15 (14:15),Vitesse,4–2,Heerenveen,14113,GelreDome,Edwin van de Graaf,Match Report,
23,Sun,2020-02-16,14:30 (16:30),Sparta R'dam,1–2,Groningen,10143,Sparta-Stadion Het Kasteel,Sander Van der Eijk,Match Report,
23,Sun,2020-02-16,14:30 (16:30),Ajax,3–0,RKC Waalwijk,53291,Johan Cruyff ArenA,Dennis Higler,Match Report,
23,Sun,2020-02-16,16:45 (18:45),Willem II,1–1,Utrecht,14107,Koning Willem II Stadion,Siemen Mulder,Match Report,
23,Sun,2020-02-16,16:45 (18:45),Zwolle,3–4,Feyenoord,13822,MAC³PARK Stadion,Serdar Gözübüyük,Match Report,
24,Fri,2020-02-21,20:00 (22:00),RKC Waalwijk,0–1,Sparta R'dam,5343,Mandemakers Stadion,Joey Kooij,Match Report,
24,Sat,2020-02-22,18:30 (20:30),Emmen,4–2,Willem II,8190,De Oude Meerdijk,Martin Perez,Match Report,
24,Sat,2020-02-22,19:45 (21:45),Heerenveen,2–2,ADO Den Haag,16640,Abe Lenstra Stadion,Martin van den Kerkhof,Match Report,
24,Sat,2020-02-22,19:45 (21:45),Feyenoord,2–1,Fortuna Sittard,46016,Stadion Feijenoord,Bas Nijhuis,Match Report,
24,Sat,2020-02-22,20:45 (22:45),Groningen,0–1,VVV-Venlo,16734,Hitachi Capital Mobility Stadion,Björn Kuipers,Match Report,
24,Sun,2020-02-23,12:15 (14:15),Utrecht,2–1,Twente,18491,Stadion Galgenwaard,Jeroen Manschot,Match Report,
24,Sun,2020-02-23,14:30 (16:30),Vitesse,1–2,PSV Eindhoven,15509,GelreDome,Danny Makkelie,Match Report,
24,Sun,2020-02-23,14:30 (16:30),AZ Alkmaar,2–0,Zwolle,15306,AFAS Stadion,Jochem Kamphuis,Match Report,
24,Sun,2020-02-23,16:45 (18:45),Heracles Almelo,1–0,Ajax,12080,Polman Stadion,Pol van Boekel,Match Report,
25,Fri,2020-02-28,20:00 (22:00),Willem II,3–1,Groningen,13607,Koning Willem II Stadion,Richard Martens,Match Report,
25,Sat,2020-02-29,18:30 (20:30),ADO Den Haag,0–0,Heracles Almelo,11207,Cars Jeans Stadion,Christiaan Bax,Match Report,
25,Sat,2020-02-29,19:45 (21:45),Zwolle,4–3,Vitesse,13088,MAC³PARK Stadion,Allard Lindhout,Match Report,
25,Sat,2020-02-29,19:45 (21:45),VVV-Venlo,0–0,Fortuna Sittard,7115,Seacon Stadion De Koel,Danny Makkelie,Match Report,
25,Sat,2020-02-29,20:45 (22:45),Twente,2–3,Heerenveen,27000,De Grolsch Veste,Joey Kooij,Match Report,
25,Sun,2020-03-01,12:15 (14:15),RKC Waalwijk,2–1,Utrecht,5134,Mandemakers Stadion,Jochem Kamphuis,Match Report,
25,Sun,2020-03-01,14:30 (16:30),PSV Eindhoven,1–1,Feyenoord,35000,Philips Stadion,Dennis Higler,Match Report,
25,Sun,2020-03-01,16:45 (18:45),Sparta R'dam,5–1,Emmen,10600,Sparta-Stadion Het Kasteel,Bas Nijhuis,Match Report,
25,Sun,2020-03-01,20:00 (22:00),Ajax,0–2,AZ Alkmaar,52707,Johan Cruyff ArenA,Serdar Gözübüyük,Match Report,
26,Fri,2020-03-06,20:00 (22:00),Fortuna Sittard,1–1,Zwolle,10071,Fortuna Sittard Stadion,Martin van den Kerkhof,Match Report,
26,Sat,2020-03-07,18:30 (20:30),AZ Alkmaar,4–0,ADO Den Haag,16117,AFAS Stadion,Dennis Higler,Match Report,
26,Sat,2020-03-07,19:45 (21:45),Emmen,3–0,VVV-Venlo,8100,De Oude Meerdijk,Siemen Mulder,Match Report,
26,Sat,2020-03-07,19:45 (21:45),Vitesse,1–0,Twente,14210,GelreDome,Richard Martens,Match Report,
26,Sat,2020-03-07,20:45 (22:45),Heerenveen,1–3,Ajax,25950,Abe Lenstra Stadion,Jeroen Manschot,Match Report,
26,Sun,2020-03-08,12:15 (14:15),Utrecht,5–1,Sparta R'dam,20624,Stadion Galgenwaard,Allard Lindhout,Match Report,
26,Sun,2020-03-08,14:30 (16:30),Feyenoord,2–0,Willem II,47500,Stadion Feijenoord,Pol van Boekel,Match Report,
26,Sun,2020-03-08,14:30 (16:30),Heracles Almelo,4–2,RKC Waalwijk,10412,Polman Stadion,Edwin van de Graaf,Match Report,
26,Sun,2020-03-08,16:45 (18:45),Groningen,0–1,PSV Eindhoven,19116,Hitachi Capital Mobility Stadion,Serdar Gözübüyük,Match Report,
27,Fri,2020-03-13,20:00 (22:00),ADO Den Haag,,Fortuna Sittard,,Cars Jeans Stadion,,Match Report,Match Cancelled
27,Sat,2020-03-14,18:30 (20:30),Willem II,,Heerenveen,,Koning Willem II Stadion,,Match Report,Match Cancelled
27,Sat,2020-03-14,19:45 (21:45),Zwolle,,Heracles Almelo,,MAC³PARK Stadion,,Match Report,Match Cancelled
27,Sat,2020-03-14,19:45 (21:45),PSV Eindhoven,,Emmen,,Philips Stadion,,Match Report,Match Cancelled
27,Sat,2020-03-14,20:45 (22:45),Utrecht,,Vitesse,,Stadion Galgenwaard,,Match Report,Match Cancelled
27,Sun,2020-03-15,12:15 (14:15),Sparta R'dam,,Feyenoord,,Sparta-Stadion Het Kasteel,,Match Report,Match Cancelled
27,Sun,2020-03-15,14:30 (16:30),RKC Waalwijk,,Groningen,,Mandemakers Stadion,,Match Report,Match Cancelled
27,Sun,2020-03-15,14:30 (16:30),Ajax,,Twente,,Johan Cruyff ArenA,,Match Report,Match Cancelled
27,Sun,2020-03-15,16:45 (18:45),VVV-Venlo,,AZ Alkmaar,,Seacon Stadion De Koel,,Match Report,Match Cancelled
28,Fri,2020-03-20,20:00 (22:00),Heracles Almelo,,Sparta R'dam,,Polman Stadion,,Match Report,Match Cancelled
28,Sat,2020-03-21,18:30 (20:30),Twente,,ADO Den Haag,,De Grolsch Veste,,Match Report,Match Cancelled
28,Sat,2020-03-21,19:45 (21:45),Zwolle,,VVV-Venlo,,MAC³PARK Stadion,,Match Report,Match Cancelled
28,Sat,2020-03-21,19:45 (21:45),Vitesse,,Willem II,,GelreDome,,Match Report,Match Cancelled
28,Sat,2020-03-21,20:45 (22:45),Heerenveen,,RKC Waalwijk,,Abe Lenstra Stadion,,Match Report,Match Cancelled
28,Sun,2020-03-22,12:15 (14:15),Fortuna Sittard,,PSV Eindhoven,,Fortuna Sittard Stadion,,Match Report,Match Cancelled
28,Sun,2020-03-22,14:30 (16:30),Emmen,,Utrecht,,De Oude Meerdijk,,Match Report,Match Cancelled
28,Sun,2020-03-22,14:30 (16:30),Feyenoord,,Ajax,,Stadion Feijenoord,,Match Report,Match Cancelled
28,Sun,2020-03-22,16:45 (18:45),Groningen,,AZ Alkmaar,,Hitachi Capital Mobility Stadion,,Match Report,Match Cancelled
29,Sat,2020-04-04,18:30 (19:30),Sparta R'dam,,Heerenveen,,Sparta-Stadion Het Kasteel,,Match Report,Match Cancelled
29,Sat,2020-04-04,18:30 (19:30),PSV Eindhoven,,Heracles Almelo,,Philips Stadion,,Match Report,Match Cancelled
29,Sat,2020-04-04,19:45 (20:45),VVV-Venlo,,Willem II,,Seacon Stadion De Koel,,Match Report,Match Cancelled
29,Sat,2020-04-04,20:45 (21:45),AZ Alkmaar,,Vitesse,,AFAS Stadion,,Match Report,Match Cancelled
29,Sat,2020-04-04,20:45 (21:45),Utrecht,,Groningen,,Stadion Galgenwaard,,Match Report,Match Cancelled
29,Sun,2020-04-05,12:15 (13:15),RKC Waalwijk,,Feyenoord,,Mandemakers Stadion,,Match Report,Match Cancelled
29,Sun,2020-04-05,14:30 (15:30),ADO Den Haag,,Emmen,,Cars Jeans Stadion,,Match Report,Match Cancelled
29,Sun,2020-04-05,14:30 (15:30),Ajax,,Zwolle,,Johan Cruyff ArenA,,Match Report,Match Cancelled
29,Sun,2020-04-05,16:45 (17:45),Twente,,Fortuna Sittard,,De Grolsch Veste,,Match Report,Match Cancelled
22,Wed,2020-04-08,18:45 (19:45),AZ Alkmaar,,Feyenoord,,AFAS Stadion,,Match Report,Match Cancelled
22,Thu,2020-04-09,19:15 (20:15),Utrecht,,Ajax,,Stadion Galgenwaard,,Match Report,Match Cancelled
30,Fri,2020-04-10,20:00 (21:00),Groningen,,Heerenveen,,Hitachi Capital Mobility Stadion,,Match Report,Match Cancelled
30,Sat,2020-04-11,18:30 (19:30),Vitesse,,RKC Waalwijk,,GelreDome,,Match Report,Match Cancelled
30,Sat,2020-04-11,19:45 (20:45),Feyenoord,,VVV-Venlo,,Stadion Feijenoord,,Match Report,Match Cancelled
30,Sat,2020-04-11,19:45 (20:45),Heracles Almelo,,AZ Alkmaar,,Polman Stadion,,Match Report,Match Cancelled
30,Sat,2020-04-11,20:45 (21:45),Willem II,,ADO Den Haag,,Koning Willem II Stadion,,Match Report,Match Cancelled
30,Sun,2020-04-12,12:15 (13:15),PSV Eindhoven,,Sparta R'dam,,,,Match Report,Match Cancelled
30,Sun,2020-04-12,14:30 (15:30),Fortuna Sittard,,Utrecht,,Fortuna Sittard Stadion,,Match Report,Match Cancelled
30,Sun,2020-04-12,14:30 (15:30),Emmen,,Ajax,,De Oude Meerdijk,,Match Report,Match Cancelled
30,Sun,2020-04-12,16:45 (17:45),Zwolle,,Twente,,MAC³PARK Stadion,,Match Report,Match Cancelled
31,Tue,2020-04-21,18:30 (19:30),AZ Alkmaar,,PSV Eindhoven,,AFAS Stadion,,Match Report,Match Cancelled
31,Tue,2020-04-21,20:45 (21:45),Sparta R'dam,,Zwolle,,Sparta-Stadion Het Kasteel,,Match Report,Match Cancelled
31,Wed,2020-04-22,18:30 (19:30),RKC Waalwijk,,Willem II,,Mandemakers Stadion,,Match Report,Match Cancelled
31,Wed,2020-04-22,18:30 (19:30),ADO Den Haag,,Feyenoord,,Cars Jeans Stadion,,Match Report,Match Cancelled
31,Wed,2020-04-22,19:45 (20:45),Groningen,,Fortuna Sittard,,Hitachi Capital Mobility Stadion,,Match Report,Match Cancelled
31,Wed,2020-04-22,20:45 (21:45),Utrecht,,Heracles Almelo,,Stadion Galgenwaard,,Match Report,Match Cancelled
31,Wed,2020-04-22,20:45 (21:45),Heerenveen,,Emmen,,Abe Lenstra Stadion,,Match Report,Match Cancelled
31,Thu,2020-04-23,18:30 (19:30),Twente,,VVV-Venlo,,De Grolsch Veste,,Match Report,Match Cancelled
31,Thu,2020-04-23,20:45 (21:45),Ajax,,Vitesse,,Johan Cruyff ArenA,,Match Report,Match Cancelled
32,Sat,2020-04-25,18:30 (19:30),PSV Eindhoven,,Utrecht,,Philips Stadion,,Match Report,Match Cancelled
32,Sat,2020-04-25,18:30 (19:30),Fortuna Sittard,,AZ Alkmaar,,Fortuna Sittard Stadion,,Match Report,Match Cancelled
32,Sat,2020-04-25,19:45 (20:45),Emmen,,RKC Waalwijk,,De Oude Meerdijk,,Match Report,Match Cancelled
32,Sat,2020-04-25,20:45 (21:45),Zwolle,,Heerenveen,,MAC³PARK Stadion,,Match Report,Match Cancelled
32,Sat,2020-04-25,20:45 (21:45),Feyenoord,,Groningen,,Stadion Feijenoord,,Match Report,Match Cancelled
32,Sun,2020-04-26,12:15 (13:15),Heracles Almelo,,Twente,,Polman Stadion,,Match Report,Match Cancelled
32,Sun,2020-04-26,14:30 (15:30),Willem II,,Ajax,,Koning Willem II Stadion,,Match Report,Match Cancelled
32,Sun,2020-04-26,14:30 (15:30),VVV-Venlo,,ADO Den Haag,,Seacon Stadion De Koel,,Match Report,Match Cancelled
32,Sun,2020-04-26,16:45 (17:45),Vitesse,,Sparta R'dam,,GelreDome,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Vitesse,,Heracles Almelo,,GelreDome,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Twente,,Feyenoord,,De Grolsch Veste,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Zwolle,,Emmen,,MAC³PARK Stadion,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Heerenveen,,PSV Eindhoven,,Abe Lenstra Stadion,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),RKC Waalwijk,,Fortuna Sittard,,Mandemakers Stadion,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),AZ Alkmaar,,Utrecht,,AFAS Stadion,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Ajax,,VVV-Venlo,,Johan Cruyff ArenA,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Sparta R'dam,,Willem II,,Sparta-Stadion Het Kasteel,,Match Report,Match Cancelled
33,Sun,2020-05-03,14:30 (15:30),Groningen,,ADO Den Haag,,Hitachi Capital Mobility Stadion,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Feyenoord,,Vitesse,,Stadion Feijenoord,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),ADO Den Haag,,Zwolle,,Cars Jeans Stadion,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Willem II,,Twente,,Koning Willem II Stadion,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),PSV Eindhoven,,RKC Waalwijk,,Philips Stadion,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Heracles Almelo,,Groningen,,Polman Stadion,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),VVV-Venlo,,Sparta R'dam,,Seacon Stadion De Koel,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Emmen,,AZ Alkmaar,,De Oude Meerdijk,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Utrecht,,Heerenveen,,Stadion Galgenwaard,,Match Report,Match Cancelled
34,Sun,2020-05-10,14:30 (15:30),Fortuna Sittard,,Ajax,,Fortuna Sittard Stadion,,Match Report,Match Cancelled
