Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,21,Sat,2019-02-09,18:30 (20:30),Heerenveen,1–1,Zwolle,19822,Abe Lenstra Stadion,Danny Makkelie,Match Report,
Regular Season,21,Sat,2019-02-09,20:45 (22:45),VVV-Venlo,2–1,Willem II,6134,Seacon Stadion De Koel,Siemen Mulder,Match Report,
Regular Season,21,Sat,2019-02-09,20:45 (22:45),Feyenoord,4–0,De Graafschap,40000,Stadion Feijenoord,Allard Lindhout,Match Report,
Regular Season,21,Sun,2019-02-10,12:15 (14:15),Fortuna Sittard,4–1,Excelsior,8479,Fortuna Sittard Stadion,Christiaan Bax,Match Report,
Regular Season,21,Sun,2019-02-10,14:30 (16:30),Groningen,2–1,Vitesse,16498,Hitachi Capital Mobility Stadion,Björn Kuipers,Match Report,
Regular Season,21,Sun,2019-02-10,14:30 (16:30),Emmen,3–2,ADO Den Haag,8301,De Oude Meerdijk,Rob Dieperink,Match Report,
Regular Season,21,Sun,2019-02-10,16:45 (18:45),Utrecht,2–2,PSV Eindhoven,19005,Stadion Galgenwaard,Pol van Boekel,Match Report,
Regular Season,22,Fri,2019-02-15,20:00 (22:00),ADO Den Haag,1–0,Zwolle,12253,Cars Jeans Stadion,Joey Kooij,Match Report,
Regular Season,22,Sat,2019-02-16,18:30 (20:30),AZ Alkmaar,3–0,VVV-Venlo,14675,AFAS Stadion,Martin van den Kerkhof,Match Report,
Regular Season,22,Sat,2019-02-16,19:45 (21:45),Heracles Almelo,6–0,Fortuna Sittard,10568,Polman Stadion,Jeroen Manschot,Match Report,
Regular Season,22,Sat,2019-02-16,19:45 (21:45),Heerenveen,2–2,PSV Eindhoven,23522,Abe Lenstra Stadion,Jochem Kamphuis,Match Report,
Regular Season,22,Sat,2019-02-16,20:45 (22:45),Vitesse,3–2,Willem II,14186,GelreDome,Allard Lindhout,Match Report,
Regular Season,22,Sun,2019-02-17,12:15 (14:15),Ajax,5–0,NAC Breda,52952,Johan Cruyff ArenA,Siemen Mulder,Match Report,
Regular Season,22,Sun,2019-02-17,14:30 (16:30),Excelsior,2–1,Emmen,4200,Van Donge & De Roo Stadion,Dennis Higler,Match Report,
Regular Season,22,Sun,2019-02-17,14:30 (16:30),Groningen,1–0,Feyenoord,20259,Hitachi Capital Mobility Stadion,Danny Makkelie,Match Report,
Regular Season,22,Sun,2019-02-17,16:45 (18:45),De Graafschap,0–1,Utrecht,12464,Stadion De Vijverberg,Kevin Blom,Match Report,
Regular Season,23,Fri,2019-02-22,20:00 (22:00),VVV-Venlo,0–1,Heracles Almelo,6534,Seacon Stadion De Koel,Erwin Blank,Match Report,
Regular Season,23,Sat,2019-02-23,18:30 (20:30),Utrecht,0–0,Excelsior,18676,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,23,Sat,2019-02-23,19:45 (21:45),Zwolle,0–3,De Graafschap,13823,MAC³PARK Stadion,Richard Martens,Match Report,
Regular Season,23,Sat,2019-02-23,19:45 (21:45),Fortuna Sittard,2–4,Heerenveen,8523,Fortuna Sittard Stadion,Pol van Boekel,Match Report,
Regular Season,23,Sat,2019-02-23,20:45 (22:45),NAC Breda,0–0,Groningen,18572,Rat Verlegh Stadion,Kevin Blom,Match Report,
Regular Season,23,Sun,2019-02-24,12:15 (14:15),ADO Den Haag,1–5,Ajax,14352,Cars Jeans Stadion,Jeroen Manschot,Match Report,
Regular Season,23,Sun,2019-02-24,14:30 (16:30),PSV Eindhoven,1–1,Feyenoord,34600,Philips Stadion,Dennis Higler,Match Report,
Regular Season,23,Sun,2019-02-24,14:30 (16:30),Emmen,0–3,Vitesse,8000,De Oude Meerdijk,Edwin van de Graaf,Match Report,
Regular Season,23,Sun,2019-02-24,16:45 (18:45),Willem II,2–1,AZ Alkmaar,12423,Koning Willem II Stadion,Rob Dieperink,Match Report,
Regular Season,24,Fri,2019-03-01,20:00 (22:00),De Graafschap,1–1,ADO Den Haag,12498,Stadion De Vijverberg,Björn Kuipers,Match Report,
Regular Season,24,Sat,2019-03-02,18:30 (20:30),Heracles Almelo,1–5,Utrecht,11200,Polman Stadion,Christiaan Bax,Match Report,
Regular Season,24,Sat,2019-03-02,19:45 (21:45),Excelsior,0–2,PSV Eindhoven,4400,Van Donge & De Roo Stadion,Danny Makkelie,Match Report,
Regular Season,24,Sat,2019-03-02,20:45 (22:45),Vitesse,4–1,NAC Breda,14000,GelreDome,Joey Kooij,Match Report,
Regular Season,24,Sun,2019-03-03,14:30 (16:30),Heerenveen,4–2,Willem II,17882,Abe Lenstra Stadion,Martin van den Kerkhof,Match Report,
Regular Season,24,Sun,2019-03-03,14:30 (16:30),Groningen,3–2,VVV-Venlo,16757,Hitachi Capital Mobility Stadion,Serdar Gözübüyük,Match Report,
Regular Season,24,Sun,2019-03-03,16:45 (18:45),Feyenoord,4–0,Emmen,35000,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Regular Season,24,Sun,2019-03-03,16:45 (18:45),AZ Alkmaar,4–2,Fortuna Sittard,14500,AFAS Stadion,Allard Lindhout,Match Report,
Regular Season,25,Fri,2019-03-08,20:00 (22:00),Utrecht,0–0,Groningen,18146,Stadion Galgenwaard,Björn Kuipers,Match Report,
Regular Season,25,Sat,2019-03-09,18:30 (20:30),VVV-Venlo,1–0,Excelsior,6382,Seacon Stadion De Koel,Kevin Blom,Match Report,
Regular Season,25,Sat,2019-03-09,19:45 (21:45),PSV Eindhoven,2–0,NAC Breda,34300,Philips Stadion,Serdar Gözübüyük,Match Report,
Regular Season,25,Sat,2019-03-09,19:45 (21:45),ADO Den Haag,2–3,Heerenveen,13118,Cars Jeans Stadion,Richard Martens,Match Report,
Regular Season,25,Sat,2019-03-09,20:45 (22:45),Willem II,3–2,De Graafschap,12796,Koning Willem II Stadion,Erwin Blank,Match Report,
Regular Season,25,Sun,2019-03-10,12:15 (14:15),Zwolle,0–0,AZ Alkmaar,13954,MAC³PARK Stadion,Danny Makkelie,Match Report,
Regular Season,25,Sun,2019-03-10,14:30 (16:30),Vitesse,1–1,Feyenoord,18500,GelreDome,Jeroen Manschot,Match Report,
Regular Season,25,Sun,2019-03-10,14:30 (16:30),Emmen,1–1,Heracles Almelo,8185,De Oude Meerdijk,Siemen Mulder,Match Report,
Regular Season,25,Sun,2019-03-10,16:45 (18:45),Ajax,4–0,Fortuna Sittard,53381,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,24,Wed,2019-03-13,18:30 (20:30),Ajax,2–1,Zwolle,52385,Johan Cruyff ArenA,Allard Lindhout,Match Report,
Regular Season,26,Fri,2019-03-15,20:00 (22:00),Fortuna Sittard,3–1,Emmen,10232,Fortuna Sittard Stadion,Danny Makkelie,Match Report,
Regular Season,26,Sat,2019-03-16,18:30 (20:30),Heerenveen,0–3,De Graafschap,19020,Abe Lenstra Stadion,Christiaan Bax,Match Report,
Regular Season,26,Sat,2019-03-16,19:45 (21:45),NAC Breda,0–4,Utrecht,18613,Rat Verlegh Stadion,Jochem Kamphuis,Match Report,
Regular Season,26,Sat,2019-03-16,19:45 (21:45),Feyenoord,2–3,Willem II,37000,Stadion Feijenoord,Pol van Boekel,Match Report,
Regular Season,26,Sat,2019-03-16,20:45 (22:45),Heracles Almelo,3–2,Vitesse,11086,Polman Stadion,Björn Kuipers,Match Report,
Regular Season,26,Sun,2019-03-17,12:15 (14:15),VVV-Venlo,0–1,PSV Eindhoven,8000,Seacon Stadion De Koel,Jeroen Manschot,Match Report,
Regular Season,26,Sun,2019-03-17,14:30 (16:30),Groningen,1–0,ADO Den Haag,17291,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,26,Sun,2019-03-17,14:30 (16:30),AZ Alkmaar,1–0,Ajax,17026,AFAS Stadion,Serdar Gözübüyük,Match Report,
Regular Season,26,Sun,2019-03-17,16:45 (18:45),Excelsior,0–2,Zwolle,4093,Van Donge & De Roo Stadion,Siemen Mulder,Match Report,
Regular Season,27,Sat,2019-03-30,18:30 (20:30),ADO Den Haag,3–3,Vitesse,13721,Cars Jeans Stadion,Siemen Mulder,Match Report,
Regular Season,27,Sat,2019-03-30,18:30 (20:30),Willem II,3–2,Fortuna Sittard,14270,Koning Willem II Stadion,Richard Martens,Match Report,
Regular Season,27,Sat,2019-03-30,19:45 (21:45),De Graafschap,1–2,Heracles Almelo,12502,Stadion De Vijverberg,Dennis Higler,Match Report,
Regular Season,27,Sat,2019-03-30,20:45 (22:45),AZ Alkmaar,1–0,Groningen,15404,AFAS Stadion,Pol van Boekel,Match Report,
Regular Season,27,Sat,2019-03-30,20:45 (22:45),Heerenveen,1–0,Excelsior,18021,Abe Lenstra Stadion,Allard Lindhout,Match Report,
Regular Season,27,Sun,2019-03-31,12:15 (13:15),NAC Breda,1–1,VVV-Venlo,17946,Rat Verlegh Stadion,Edwin van de Graaf,Match Report,
Regular Season,27,Sun,2019-03-31,14:30 (15:30),Zwolle,3–0,Emmen,13721,MAC³PARK Stadion,Jochem Kamphuis,Match Report,
Regular Season,27,Sun,2019-03-31,14:30 (15:30),Utrecht,3–2,Feyenoord,21758,Stadion Galgenwaard,Serdar Gözübüyük,Match Report,
Regular Season,27,Sun,2019-03-31,16:45 (17:45),Ajax,3–1,PSV Eindhoven,52669,Johan Cruyff ArenA,Björn Kuipers,Match Report,
Regular Season,28,Tue,2019-04-02,18:30 (19:30),Vitesse,2–2,AZ Alkmaar,14162,GelreDome,Allard Lindhout,Match Report,
Regular Season,28,Tue,2019-04-02,19:45 (20:45),Heracles Almelo,3–4,Willem II,10442,Polman Stadion,Sander Van der Eijk,Match Report,
Regular Season,28,Tue,2019-04-02,20:45 (21:45),Groningen,1–0,De Graafschap,18008,Hitachi Capital Mobility Stadion,Joey Kooij,Match Report,
Regular Season,28,Wed,2019-04-03,18:30 (19:30),VVV-Venlo,2–6,Utrecht,6723,Seacon Stadion De Koel,Rob Dieperink,Match Report,
Regular Season,28,Wed,2019-04-03,19:45 (20:45),Fortuna Sittard,0–0,ADO Den Haag,8125,Fortuna Sittard Stadion,Jochem Kamphuis,Match Report,
Regular Season,28,Wed,2019-04-03,19:45 (20:45),Excelsior,1–2,NAC Breda,4400,Van Donge & De Roo Stadion,Martin van den Kerkhof,Match Report,
Regular Season,28,Wed,2019-04-03,20:45 (21:45),Emmen,2–5,Ajax,8301,De Oude Meerdijk,Siemen Mulder,Match Report,
Regular Season,28,Thu,2019-04-04,18:30 (19:30),PSV Eindhoven,4–0,Zwolle,34000,Philips Stadion,Pol van Boekel,Match Report,
Regular Season,28,Thu,2019-04-04,20:45 (21:45),Feyenoord,3–0,Heerenveen,25000,Stadion Feijenoord,Björn Kuipers,Match Report,
Regular Season,29,Sat,2019-04-06,18:30 (19:30),Willem II,1–4,Ajax,14700,Koning Willem II Stadion,Danny Makkelie,Match Report,
Regular Season,29,Sat,2019-04-06,18:30 (19:30),ADO Den Haag,5–0,Utrecht,13022,Cars Jeans Stadion,Allard Lindhout,Match Report,
Regular Season,29,Sat,2019-04-06,19:45 (20:45),Groningen,1–0,Excelsior,17456,Hitachi Capital Mobility Stadion,Christiaan Bax,Match Report,
Regular Season,29,Sat,2019-04-06,20:45 (21:45),Heracles Almelo,1–0,NAC Breda,10530,Polman Stadion,Richard Martens,Match Report,
Regular Season,29,Sat,2019-04-06,20:45 (21:45),De Graafschap,1–1,AZ Alkmaar,12503,Stadion De Vijverberg,Jochem Kamphuis,Match Report,
Regular Season,29,Sun,2019-04-07,12:15 (13:15),Emmen,2–0,Heerenveen,8301,De Oude Meerdijk,Martin van den Kerkhof,Match Report,
Regular Season,29,Sun,2019-04-07,14:30 (15:30),Zwolle,5–0,Fortuna Sittard,13334,MAC³PARK Stadion,Dennis Higler,Match Report,
Regular Season,29,Sun,2019-04-07,14:30 (15:30),VVV-Venlo,0–3,Feyenoord,8000,Seacon Stadion De Koel,Siemen Mulder,Match Report,
Regular Season,29,Sun,2019-04-07,16:45 (17:45),Vitesse,3–3,PSV Eindhoven,21248,GelreDome,Serdar Gözübüyük,Match Report,
Regular Season,30,Fri,2019-04-12,20:00 (21:00),NAC Breda,1–1,Emmen,18422,Rat Verlegh Stadion,Danny Makkelie,Match Report,
Regular Season,30,Sat,2019-04-13,18:30 (19:30),Ajax,6–2,Excelsior,52664,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,30,Sat,2019-04-13,18:30 (19:30),AZ Alkmaar,2–3,ADO Den Haag,15034,AFAS Stadion,Björn Kuipers,Match Report,
Regular Season,30,Sat,2019-04-13,20:45 (21:45),Feyenoord,2–1,Heracles Almelo,35000,Stadion Feijenoord,Jochem Kamphuis,Match Report,
Regular Season,30,Sat,2019-04-13,20:45 (21:45),Fortuna Sittard,1–1,VVV-Venlo,9511,Fortuna Sittard Stadion,Christiaan Bax,Match Report,
Regular Season,30,Sun,2019-04-14,12:15 (13:15),PSV Eindhoven,2–1,De Graafschap,34500,Philips Stadion,Allard Lindhout,Match Report,
Regular Season,30,Sun,2019-04-14,14:30 (15:30),Heerenveen,1–1,Groningen,21056,Abe Lenstra Stadion,Bas Nijhuis,Match Report,
Regular Season,30,Sun,2019-04-14,14:30 (15:30),Willem II,2–0,Zwolle,12947,Koning Willem II Stadion,Rob Dieperink,Match Report,
Regular Season,30,Sun,2019-04-14,16:45 (17:45),Utrecht,0–0,Vitesse,22064,Stadion Galgenwaard,Dennis Higler,Match Report,
Regular Season,31,Fri,2019-04-19,20:00 (21:00),Heracles Almelo,2–1,Heerenveen,11586,Polman Stadion,Joey Kooij,Match Report,
Regular Season,31,Sat,2019-04-20,18:30 (19:30),Emmen,2–0,Utrecht,8269,De Oude Meerdijk,Richard Martens,Match Report,
Regular Season,31,Sat,2019-04-20,18:30 (19:30),Groningen,0–1,Ajax,22288,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,
Regular Season,31,Sat,2019-04-20,19:45 (20:45),Vitesse,4–1,Zwolle,15387,GelreDome,Björn Kuipers,Match Report,
Regular Season,31,Sat,2019-04-20,20:45 (21:45),VVV-Venlo,4–1,De Graafschap,6545,Seacon Stadion De Koel,Serdar Gözübüyük,Match Report,
Regular Season,31,Sat,2019-04-20,20:45 (21:45),Feyenoord,2–1,AZ Alkmaar,45000,Stadion Feijenoord,Bas Nijhuis,Match Report,
Regular Season,31,Sun,2019-04-21,12:15 (13:15),Excelsior,1–1,Willem II,4140,Van Donge & De Roo Stadion,Allard Lindhout,Match Report,
Regular Season,31,Sun,2019-04-21,14:30 (15:30),Fortuna Sittard,2–1,NAC Breda,10266,Fortuna Sittard Stadion,Pol van Boekel,Match Report,
Regular Season,31,Sun,2019-04-21,16:45 (17:45),PSV Eindhoven,3–1,ADO Den Haag,34300,Philips Stadion,Danny Makkelie,Match Report,
Regular Season,32,Tue,2019-04-23,18:30 (19:30),De Graafschap,1–0,Emmen,12511,Stadion De Vijverberg,Björn Kuipers,Match Report,
Regular Season,32,Tue,2019-04-23,19:45 (20:45),Heerenveen,2–2,VVV-Venlo,17450,Abe Lenstra Stadion,Rob Dieperink,Match Report,
Regular Season,32,Tue,2019-04-23,19:45 (20:45),AZ Alkmaar,2–1,Heracles Almelo,13521,AFAS Stadion,Siemen Mulder,Match Report,
Regular Season,32,Tue,2019-04-23,20:45 (21:45),Ajax,4–2,Vitesse,52869,Johan Cruyff ArenA,Jochem Kamphuis,Match Report,
Regular Season,32,Wed,2019-04-24,19:45 (20:45),Utrecht,2–1,Fortuna Sittard,19295,Stadion Galgenwaard,Edwin van de Graaf,Match Report,
Regular Season,32,Wed,2019-04-24,20:45 (21:45),NAC Breda,0–4,Feyenoord,18473,Rat Verlegh Stadion,Allard Lindhout,Match Report,
Regular Season,32,Thu,2019-04-25,18:30 (19:30),ADO Den Haag,3–1,Excelsior,13392,Cars Jeans Stadion,Jeroen Manschot,Match Report,
Regular Season,32,Thu,2019-04-25,20:45 (21:45),Willem II,0–3,PSV Eindhoven,14700,Koning Willem II Stadion,Dennis Higler,Match Report,
Regular Season,32,Mon,2019-04-29,20:00 (21:00),Zwolle,3–2,Groningen,13942,MAC³PARK Stadion,Martin van den Kerkhof,Match Report,
First round,,Fri,2019-05-10,18:30 (19:30),NEC Nijmegen,2–0,RKC Waalwijk,8261,Goffertstadion,,Match Report,Leg 1 of 2
First round,,Fri,2019-05-10,20:45 (21:45),Cambuur,2–2,Almere City,6843,Cambuurstadion,,Match Report,Leg 1 of 2
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Vitesse,6–1,De Graafschap,16250,GelreDome,Bas Nijhuis,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),AZ Alkmaar,1–0,PSV Eindhoven,17000,AFAS Stadion,Danny Makkelie,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Ajax,4–1,Utrecht,53520,Johan Cruyff ArenA,Pol van Boekel,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Heracles Almelo,4–5,Excelsior,11485,Polman Stadion,Serdar Gözübüyük,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Heerenveen,2–1,NAC Breda,18000,Abe Lenstra Stadion,Dennis Higler,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Zwolle,2–4,VVV-Venlo,13189,MAC³PARK Stadion,Sander Van der Eijk,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Willem II,2–3,Emmen,12500,Koning Willem II Stadion,Jochem Kamphuis,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Feyenoord,0–2,ADO Den Haag,45000,Stadion Feijenoord,Siemen Mulder,Match Report,
Regular Season,34,Sun,2019-05-12,14:30 (15:30),Groningen,3–0,Fortuna Sittard,17000,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
First round,,Tue,2019-05-14,18:30 (19:30),RKC Waalwijk,3–0,NEC Nijmegen,3249,Mandemakers Stadion,,Match Report,Leg 2 of 2; RKC Waalwijk won
First round,,Tue,2019-05-14,20:45 (21:45),Almere City,1–2,Cambuur,2569,Yanmar Stadion,,Match Report,Leg 2 of 2; Cambuur won
Regular Season,33,Wed,2019-05-15,19:30 (20:30),NAC Breda,0–0,Zwolle,14216,Rat Verlegh Stadion,Jochem Kamphuis,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),Excelsior,4–2,AZ Alkmaar,3811,Van Donge & De Roo Stadion,Dennis Higler,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),Emmen,1–0,Groningen,8301,De Oude Meerdijk,Pol van Boekel,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),Fortuna Sittard,1–4,Feyenoord,12300,Fortuna Sittard Stadion,Serdar Gözübüyük,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),Utrecht,3–1,Heerenveen,18646,Stadion Galgenwaard,Christiaan Bax,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),VVV-Venlo,1–3,Vitesse,6512,Seacon Stadion De Koel,Allard Lindhout,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),PSV Eindhoven,3–1,Heracles Almelo,34200,Philips Stadion,Bas Nijhuis,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),De Graafschap,1–4,Ajax,12600,Stadion De Vijverberg,Danny Makkelie,Match Report,
Regular Season,33,Wed,2019-05-15,19:30 (20:30),ADO Den Haag,6–2,Willem II,13128,Cars Jeans Stadion,Richard Martens,Match Report,
Semi-finals,,Sat,2019-05-18,18:30 (19:30),Heracles Almelo,0–2,Utrecht,8322,Polman Stadion,Siemen Mulder,Match Report,Leg 1 of 2
Semi-finals,,Sat,2019-05-18,20:45 (21:45),Groningen,2–1,Vitesse,16783,Hitachi Capital Mobility Stadion,Dennis Higler,Match Report,Leg 1 of 2
Second round,,Sun,2019-05-19,12:15 (13:15),Go Ahead Eag,2–2,Den Bosch,9467,De Adelaarshorst,,Match Report,Leg 1 of 2
Second round,,Sun,2019-05-19,14:30 (15:30),RKC Waalwijk,2–1,Excelsior,4318,Mandemakers Stadion,,Match Report,Leg 1 of 2
Second round,,Sun,2019-05-19,16:45 (17:45),Oss,0–2,Sparta R'dam,4346,Frans Heesen Stadion,,Match Report,Leg 1 of 2
Second round,,Sun,2019-05-19,20:00 (21:00),Cambuur,1–1,De Graafschap,8028,Cambuurstadion,,Match Report,Leg 1 of 2
Semi-finals,,Tue,2019-05-21,18:30 (19:30),Utrecht,3–0,Heracles Almelo,11233,Stadion Galgenwaard,Allard Lindhout,Match Report,Leg 2 of 2; Utrecht won
Semi-finals,,Tue,2019-05-21,20:45 (21:45),Vitesse,3–1,Groningen,9756,GelreDome,Bas Nijhuis,Match Report,Leg 2 of 2; Vitesse won
Second round,,Wed,2019-05-22,18:30 (19:30),Den Bosch,0–1,Go Ahead Eag,6900,Timmermans Infra De Vliert,,Match Report,Leg 2 of 2; Go Ahead Eag won
Second round,,Wed,2019-05-22,18:30 (19:30),Excelsior,1–1,RKC Waalwijk,4400,Van Donge & De Roo Stadion,,Match Report,Leg 2 of 2; RKC Waalwijk won
Second round,,Wed,2019-05-22,20:45 (21:45),Sparta R'dam,3–0,Oss,10020,Sparta-Stadion Het Kasteel,,Match Report,Leg 2 of 2; Sparta R'dam won
Second round,,Wed,2019-05-22,20:45 (21:45),De Graafschap,2–0,Cambuur,10611,Stadion De Vijverberg,,Match Report,Leg 2 of 2; De Graafschap won
Finals,,Fri,2019-05-24,20:45 (21:45),Utrecht,1–1,Vitesse,18328,Stadion Galgenwaard,Jeroen Manschot,Match Report,Leg 1 of 2
Third round,,Sat,2019-05-25,18:30 (19:30),RKC Waalwijk,0–0,Go Ahead Eag,6182,Mandemakers Stadion,,Match Report,Leg 1 of 2
Third round,,Sat,2019-05-25,20:45 (21:45),Sparta R'dam,1–2,De Graafschap,10031,Sparta-Stadion Het Kasteel,,Match Report,Leg 1 of 2
Third round,,Tue,2019-05-28,18:30 (19:30),Go Ahead Eag,4–5,RKC Waalwijk,9800,De Adelaarshorst,,Match Report,Leg 2 of 2; RKC Waalwijk won
Third round,,Tue,2019-05-28,20:45 (21:45),De Graafschap,0–2,Sparta R'dam,12600,Stadion De Vijverberg,,Match Report,Leg 2 of 2; Sparta R'dam won
Finals,,Tue,2019-05-28,20:45 (21:45),Vitesse,0–2,Utrecht,16799,GelreDome,Danny Makkelie,Match Report,Leg 2 of 2; Utrecht won
