Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,2021-09-11,15:00 (16:00),Empoli,1.9,1–2,1.7,Venezia,2511,Stadio Carlo Castellani,Antonio Rapuano,Match Report,
3,Sat,2021-09-11,18:00 (19:00),Napoli,2.1,2–1,1.0,Juventus,23500,Stadio San Paolo,Massimiliano Irrati,Match Report,
3,Sat,2021-09-11,20:45 (21:45),Atalanta,2.5,1–2,1.7,Fiorentina,9162,Stadio Atleti Azzurri d'Italia,Valerio Marini,Match Report,
3,Sun,2021-09-12,12:30 (13:30),Sampdoria,1.2,2–2,0.7,Inter,7441,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
3,Sun,2021-09-12,15:00 (16:00),Torino,1.9,4–0,0.2,Salernitana,9082,Stadio Olimpico di Torino,Gianluca Aureliano,Match Report,
3,Sun,2021-09-12,15:00 (16:00),Spezia,1.3,0–1,0.8,Udinese,5162,Stadio Alberto Picco,Marco Guida,Match Report,
3,Sun,2021-09-12,15:00 (16:00),Cagliari,1.4,2–3,1.1,Genoa,6423,Sardegna Arena,Luca Pairetto,Match Report,
3,Sun,2021-09-12,18:00 (19:00),Milan,3.0,2–0,0.3,Lazio,36207,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
3,Sun,2021-09-12,20:45 (21:45),Roma,2.8,2–1,1.7,Sassuolo,29604,Stadio Olimpico,Simone Sozza,Match Report,
3,Mon,2021-09-13,20:45 (21:45),Bologna,1.4,1–0,0.4,Hellas Verona,10218,Stadio Renato Dall'Ara,Ivan Pezzuto,Match Report,
4,Fri,2021-09-17,20:45 (21:45),Sassuolo,0.6,0–1,2.0,Torino,20000,Stadio Città del Tricolore,Marco Piccinini,Match Report,
4,Sat,2021-09-18,15:00 (16:00),Genoa,1.0,1–2,0.9,Fiorentina,6269,Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,
4,Sat,2021-09-18,18:00 (19:00),Inter,3.1,6–1,0.5,Bologna,35278,Stadio Giuseppe Meazza,Giovanni Ayroldi,Match Report,
4,Sat,2021-09-18,20:45 (21:45),Salernitana,0.9,0–1,1.4,Atalanta,11949,Stadio Arechi,Paolo Valeri,Match Report,
4,Sun,2021-09-19,12:30 (13:30),Empoli,1.6,0–3,1.8,Sampdoria,3064,Stadio Carlo Castellani,Maurizio Mariani,Match Report,
4,Sun,2021-09-19,15:00 (16:00),Venezia,0.9,1–2,0.5,Spezia,3688,Stadio Pierluigi Penzo,Rosario Abisso,Match Report,
4,Sun,2021-09-19,18:00 (19:00),Hellas Verona,1.1,3–2,0.8,Roma,10148,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
4,Sun,2021-09-19,18:00 (19:00),Lazio,2.1,2–2,1.8,Cagliari,20000,Stadio Olimpico,Davide Ghersini,Match Report,
4,Sun,2021-09-19,20:45 (21:45),Juventus,1.0,1–1,0.7,Milan,18785,Allianz Stadium,Daniele Doveri,Match Report,
4,Mon,2021-09-20,20:45 (21:45),Udinese,0.3,0–4,2.4,Napoli,11484,Dacia Arena,Gianluca Manganiello,Match Report,
5,Tue,2021-09-21,18:30 (19:30),Bologna,2.0,2–2,1.5,Genoa,9707,Stadio Renato Dall'Ara,Francesco Fourneau,Match Report,
5,Tue,2021-09-21,20:45 (21:45),Atalanta,1.6,2–1,0.7,Sassuolo,7353,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
5,Tue,2021-09-21,20:45 (21:45),Fiorentina,1.4,1–3,2.8,Inter,15927,Stadio Artemio Franchi,Michael Fabbri,Match Report,
5,Wed,2021-09-22,18:30 (19:30),Salernitana,2.7,2–2,1.7,Hellas Verona,9561,Stadio Arechi,Massimiliano Irrati,Match Report,
5,Wed,2021-09-22,18:30 (19:30),Spezia,0.7,2–3,2.3,Juventus,5700,Stadio Alberto Picco,Gianluca Aureliano,Match Report,
5,Wed,2021-09-22,20:45 (21:45),Cagliari,1.1,0–2,1.1,Empoli,7226,Sardegna Arena,Marco Di Bello,Match Report,
5,Wed,2021-09-22,20:45 (21:45),Milan,1.7,2–0,0.7,Venezia,26185,Stadio Giuseppe Meazza,Ivan Pezzuto,Match Report,
5,Thu,2021-09-23,18:30 (19:30),Torino,1.1,1–1,0.9,Lazio,8646,Stadio Olimpico di Torino,Rosario Abisso,Match Report,
5,Thu,2021-09-23,18:30 (19:30),Sampdoria,0.6,0–4,2.2,Napoli,4596,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
5,Thu,2021-09-23,20:45 (21:45),Roma,1.3,1–0,0.9,Udinese,29593,Stadio Olimpico,Antonio Rapuano,Match Report,
6,Sat,2021-09-25,15:00 (16:00),Spezia,0.9,1–2,1.9,Milan,3618,Stadio Alberto Picco,Gianluca Manganiello,Match Report,
6,Sat,2021-09-25,18:00 (19:00),Inter,3.9,2–2,2.1,Atalanta,36517,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
6,Sat,2021-09-25,20:45 (21:45),Genoa,1.6,3–3,2.2,Hellas Verona,13478,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
6,Sun,2021-09-26,12:30 (13:30),Juventus,2.4,3–2,0.4,Sampdoria,15381,Allianz Stadium,Giovanni Ayroldi,Match Report,
6,Sun,2021-09-26,15:00 (16:00),Sassuolo,1.3,1–0,0.9,Salernitana,5177,Stadio Città del Tricolore,Antonio Giua,Match Report,
6,Sun,2021-09-26,15:00 (16:00),Empoli,1.8,4–2,2.5,Bologna,5022,Stadio Carlo Castellani,Piero Giacomelli,Match Report,
6,Sun,2021-09-26,15:00 (16:00),Udinese,0.6,0–1,1.1,Fiorentina,7208,Dacia Arena,Davide Ghersini,Match Report,
6,Sun,2021-09-26,18:00 (19:00),Lazio,2.2,3–2,2.3,Roma,32000,Stadio Olimpico,Marco Guida,Match Report,
6,Sun,2021-09-26,20:45 (21:45),Napoli,1.8,2–0,0.2,Cagliari,20000,Stadio San Paolo,Marco Piccinini,Match Report,
6,Mon,2021-09-27,20:45 (21:45),Venezia,1.3,1–1,0.7,Torino,4888,Stadio Pierluigi Penzo,Lorenzo Maggioni,Match Report,
7,Fri,2021-10-01,20:45 (21:45),Cagliari,0.4,1–1,1.1,Venezia,8135,Sardegna Arena,Manuel Volpi,Match Report,
7,Sat,2021-10-02,15:00 (16:00),Salernitana,0.5,1–0,1.9,Genoa,10077,Stadio Arechi,Maurizio Mariani,Match Report,
7,Sat,2021-10-02,18:00 (19:00),Torino,1.0,0–1,0.9,Juventus,12073,Stadio Olimpico di Torino,Paolo Valeri,Match Report,
7,Sat,2021-10-02,20:45 (21:45),Sassuolo,1.5,1–2,1.9,Inter,10400,Stadio Città del Tricolore,Luca Pairetto,Match Report,
7,Sun,2021-10-03,12:30 (13:30),Bologna,0.5,3–0,0.6,Lazio,12975,Stadio Renato Dall'Ara,Davide Massa,Match Report,
7,Sun,2021-10-03,15:00 (16:00),Sampdoria,1.6,3–3,2.7,Udinese,4292,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
7,Sun,2021-10-03,15:00 (16:00),Hellas Verona,0.4,4–0,1.4,Spezia,8398,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,Match Report,
7,Sun,2021-10-03,18:00 (19:00),Roma,1.3,2–0,0.6,Empoli,31946,Stadio Olimpico,Giovanni Ayroldi,Match Report,
7,Sun,2021-10-03,18:00 (19:00),Fiorentina,0.7,1–2,1.7,Napoli,15264,Stadio Artemio Franchi,Simone Sozza,Match Report,
7,Sun,2021-10-03,20:45 (21:45),Atalanta,2.1,2–3,3.0,Milan,9363,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Match Report,
8,Sat,2021-10-16,15:00 (16:00),Spezia,1.6,2–1,1.7,Salernitana,6023,Stadio Alberto Picco,Davide Massa,Match Report,
8,Sat,2021-10-16,18:00 (19:00),Lazio,2.5,3–1,1.4,Inter,42000,Stadio Olimpico,Massimiliano Irrati,Match Report,
8,Sat,2021-10-16,20:45 (21:45),Milan,1.5,3–2,1.4,Hellas Verona,40128,Stadio Giuseppe Meazza,Alessandro Prontera,Match Report,
8,Sun,2021-10-17,12:30 (13:30),Cagliari,1.1,3–1,1.5,Sampdoria,9923,Sardegna Arena,Matteo Marchetti,Match Report,
8,Sun,2021-10-17,15:00 (16:00),Genoa,1.3,2–2,2.0,Sassuolo,10370,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Match Report,
8,Sun,2021-10-17,15:00 (16:00),Udinese,1.0,1–1,1.7,Bologna,10627,Dacia Arena,Rosario Abisso,Match Report,
8,Sun,2021-10-17,15:00 (16:00),Empoli,0.7,1–4,4.2,Atalanta,6214,Stadio Carlo Castellani,Marco Serra,Match Report,
8,Sun,2021-10-17,18:00 (19:00),Napoli,1.6,1–0,0.9,Torino,27579,Stadio San Paolo,Juan Sacchi,Match Report,
8,Sun,2021-10-17,20:45 (21:45),Juventus,0.8,1–0,1.4,Roma,20239,Allianz Stadium,Daniele Orsato,Match Report,
8,Mon,2021-10-18,20:45 (21:45),Venezia,1.0,1–0,0.5,Fiorentina,8043,Stadio Pierluigi Penzo,Luca Massimi,Match Report,
9,Fri,2021-10-22,18:30 (19:30),Torino,1.5,3–2,1.8,Genoa,9881,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
9,Fri,2021-10-22,20:45 (21:45),Sampdoria,0.9,2–1,0.9,Spezia,7493,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
9,Sat,2021-10-23,15:00 (16:00),Salernitana,1.0,2–4,2.2,Empoli,11142,Stadio Arechi,Daniele Doveri,Match Report,
9,Sat,2021-10-23,18:00 (19:00),Sassuolo,2.0,3–1,0.5,Venezia,4482,Stadio Città del Tricolore,Antonio Di Martino,Match Report,
9,Sat,2021-10-23,20:45 (21:45),Bologna,0.7,2–4,0.9,Milan,22167,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,
9,Sun,2021-10-24,12:30 (13:30),Atalanta,0.5,1–1,0.9,Udinese,9951,Stadio Atleti Azzurri d'Italia,Livio Marinelli,Match Report,
9,Sun,2021-10-24,15:00 (16:00),Fiorentina,3.1,3–0,0.2,Cagliari,20290,Stadio Artemio Franchi,Antonio Rapuano,Match Report,
9,Sun,2021-10-24,15:00 (16:00),Hellas Verona,2.8,4–1,0.9,Lazio,13953,Stadio Marc'Antonio Bentegodi,Marco Piccinini,Match Report,
9,Sun,2021-10-24,18:00 (19:00),Roma,1.3,0–0,0.9,Napoli,47801,Stadio Olimpico,Davide Massa,Match Report,
9,Sun,2021-10-24,20:45 (21:45),Inter,0.8,1–1,1.8,Juventus,56532,Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,
10,Tue,2021-10-26,18:30 (19:30),Venezia,0.5,1–2,1.3,Salernitana,5103,Stadio Pierluigi Penzo,Marco Di Bello,Match Report,
10,Tue,2021-10-26,18:30 (19:30),Spezia,2.0,1–1,1.2,Genoa,7283,Stadio Alberto Picco,Simone Sozza,Match Report,
10,Tue,2021-10-26,20:45 (21:45),Milan,0.9,1–0,0.8,Torino,35929,Stadio Giuseppe Meazza,Gianluca Aureliano,Match Report,
10,Wed,2021-10-27,18:30 (19:30),Juventus,1.3,1–2,1.2,Sassuolo,18288,Allianz Stadium,Juan Sacchi,Match Report,
10,Wed,2021-10-27,18:30 (19:30),Sampdoria,1.3,1–3,1.1,Atalanta,5462,Stadio Comunale Luigi Ferraris,Alessandro Prontera,Match Report,
10,Wed,2021-10-27,18:30 (19:30),Udinese,1.2,1–1,0.8,Hellas Verona,8751,Dacia Arena,Matteo Marchetti,Match Report,
10,Wed,2021-10-27,20:45 (21:45),Cagliari,1.1,1–2,2.4,Roma,8547,Sardegna Arena,Ivan Pezzuto,Match Report,
10,Wed,2021-10-27,20:45 (21:45),Lazio,0.6,1–0,0.6,Fiorentina,7000,Stadio Olimpico,Giovanni Ayroldi,Match Report,
10,Wed,2021-10-27,20:45 (21:45),Empoli,0.6,0–2,2.0,Inter,9335,Stadio Carlo Castellani,Daniele Chiffi,Match Report,
10,Thu,2021-10-28,20:45 (21:45),Napoli,2.6,3–0,0.2,Bologna,20000,Stadio San Paolo,Marco Serra,Match Report,
11,Sat,2021-10-30,15:00 (16:00),Atalanta,0.9,2–2,1.4,Lazio,11981,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
11,Sat,2021-10-30,18:00 (19:00),Hellas Verona,1.6,2–1,0.9,Juventus,22314,Stadio Marc'Antonio Bentegodi,Livio Marinelli,Match Report,
11,Sat,2021-10-30,20:45 (21:45),Torino,2.1,3–0,0.2,Sampdoria,13137,Stadio Olimpico di Torino,Francesco Fourneau,Match Report,
11,Sun,2021-10-31,12:30 (14:30),Inter,2.1,2–0,0.4,Udinese,48076,Stadio Giuseppe Meazza,Juan Sacchi,Match Report,
11,Sun,2021-10-31,15:00 (17:00),Sassuolo,0.9,1–2,1.5,Empoli,3539,Stadio Città del Tricolore,Luca Massimi,Match Report,
11,Sun,2021-10-31,15:00 (17:00),Fiorentina,3.3,3–0,0.1,Spezia,19511,Stadio Artemio Franchi,Antonio Giua,Match Report,
11,Sun,2021-10-31,15:00 (17:00),Genoa,0.9,0–0,0.6,Venezia,7920,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
11,Sun,2021-10-31,18:00 (20:00),Salernitana,0.7,0–1,1.4,Napoli,17043,Stadio Arechi,Michael Fabbri,Match Report,
11,Sun,2021-10-31,20:45 (22:45),Roma,1.2,1–2,1.9,Milan,51001,Stadio Olimpico,Fabio Maresca,Match Report,
11,Mon,2021-11-01,20:45 (22:45),Bologna,1.0,2–0,0.4,Cagliari,10126,Stadio Renato Dall'Ara,Davide Massa,Match Report,
12,Fri,2021-11-05,20:45 (22:45),Empoli,0.8,2–2,1.7,Genoa,5631,Stadio Carlo Castellani,Luca Pairetto,Match Report,
12,Sat,2021-11-06,15:00 (17:00),Spezia,0.6,1–0,0.9,Torino,6953,Stadio Alberto Picco,Daniele Orsato,Match Report,
12,Sat,2021-11-06,18:00 (20:00),Juventus,0.7,1–0,0.5,Fiorentina,6953,Allianz Stadium,Simone Sozza,Match Report,
12,Sat,2021-11-06,20:45 (22:45),Cagliari,0.9,1–2,2.8,Atalanta,6976,Sardegna Arena,Marco Piccinini,Match Report,
12,Sun,2021-11-07,12:30 (14:30),Venezia,2.5,3–2,3.5,Roma,8263,Stadio Pierluigi Penzo,Gianluca Aureliano,Match Report,
12,Sun,2021-11-07,15:00 (17:00),Udinese,1.7,3–2,1.3,Sassuolo,8322,Dacia Arena,Federico Dionisi,Match Report,
12,Sun,2021-11-07,15:00 (17:00),Sampdoria,0.8,1–2,1.9,Bologna,5694,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
12,Sun,2021-11-07,18:00 (20:00),Napoli,0.8,1–1,1.0,Hellas Verona,28000,Stadio San Paolo,Giovanni Ayroldi,Match Report,
12,Sun,2021-11-07,18:00 (20:00),Lazio,2.1,3–0,0.5,Salernitana,25000,Stadio Olimpico,Antonio Rapuano,Match Report,
12,Sun,2021-11-07,20:45 (22:45),Milan,0.9,1–1,2.6,Inter,56608,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
13,Sat,2021-11-20,15:00 (17:00),Atalanta,2.5,5–2,1.0,Spezia,10744,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
13,Sat,2021-11-20,18:00 (20:00),Lazio,0.2,0–2,2.7,Juventus,45000,Stadio Olimpico,Marco Di Bello,Match Report,
13,Sat,2021-11-20,20:45 (22:45),Fiorentina,1.8,4–3,2.1,Milan,32567,Stadio Artemio Franchi,Marco Guida,Match Report,
13,Sun,2021-11-21,12:30 (14:30),Sassuolo,3.2,2–2,1.5,Cagliari,4135,Stadio Città del Tricolore,Niccolò Baroni,Match Report,
13,Sun,2021-11-21,15:00 (17:00),Salernitana,1.3,0–2,0.9,Sampdoria,11849,Stadio Arechi,Piero Giacomelli,Match Report,
13,Sun,2021-11-21,15:00 (17:00),Bologna,1.4,0–1,1.0,Venezia,15255,Stadio Renato Dall'Ara,Daniele Chiffi,Match Report,
13,Sun,2021-11-21,18:00 (20:00),Inter,1.9,3–2,1.1,Napoli,56649,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
13,Sun,2021-11-21,20:45 (22:45),Genoa,0.2,0–2,1.8,Roma,14667,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
13,Mon,2021-11-22,18:30 (20:30),Hellas Verona,1.3,2–1,1.6,Empoli,13797,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Match Report,
13,Mon,2021-11-22,20:45 (22:45),Torino,1.9,2–1,1.7,Udinese,7034,Stadio Olimpico di Torino,Ivan Pezzuto,Match Report,
14,Fri,2021-11-26,20:45 (22:45),Cagliari,1.6,1–1,0.4,Salernitana,9700,Sardegna Arena,Daniele Doveri,Match Report,
14,Sat,2021-11-27,15:00 (17:00),Sampdoria,0.8,3–1,0.9,Hellas Verona,6813,Stadio Comunale Luigi Ferraris,Lorenzo Maggioni,Match Report,
14,Sat,2021-11-27,15:00 (17:00),Empoli,1.9,2–1,2.4,Fiorentina,7878,Stadio Carlo Castellani,Juan Sacchi,Match Report,
14,Sat,2021-11-27,18:00 (20:00),Juventus,0.9,0–1,0.4,Atalanta,29886,Allianz Stadium,Giovanni Ayroldi,Match Report,
14,Sat,2021-11-27,20:45 (22:45),Venezia,0.1,0–2,2.7,Inter,8303,Stadio Pierluigi Penzo,Livio Marinelli,Match Report,
14,Sun,2021-11-28,12:30 (14:30),Udinese,1.1,0–0,0.7,Genoa,11537,Dacia Arena,Francesco Meraviglia,Match Report,
14,Sun,2021-11-28,15:00 (17:00),Spezia,1.1,0–1,2.4,Bologna,6265,Stadio Alberto Picco,Luca Massimi,Match Report,
14,Sun,2021-11-28,15:00 (17:00),Milan,1.1,1–3,1.1,Sassuolo,52824,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
14,Sun,2021-11-28,18:00 (20:00),Roma,0.9,1–0,1.2,Torino,46728,Stadio Olimpico,Daniele Chiffi,Match Report,
14,Sun,2021-11-28,20:45 (22:45),Napoli,1.2,4–0,0.4,Lazio,36000,Stadio San Paolo,Daniele Orsato,Match Report,
15,Tue,2021-11-30,18:30 (20:30),Fiorentina,2.7,3–1,0.7,Sampdoria,17913,Stadio Artemio Franchi,Federico Dionisi,Match Report,
15,Tue,2021-11-30,18:30 (20:30),Atalanta,2.7,4–0,0.7,Venezia,8667,Stadio Atleti Azzurri d'Italia,Alberto Santoro,Match Report,
15,Tue,2021-11-30,20:45 (22:45),Hellas Verona,1.8,0–0,0.6,Cagliari,12188,Stadio Marc'Antonio Bentegodi,Matteo Marcenaro,Match Report,
15,Tue,2021-11-30,20:45 (22:45),Salernitana,0.3,0–2,2.2,Juventus,19500,Stadio Arechi,Francesco Fourneau,Match Report,
15,Wed,2021-12-01,18:30 (20:30),Inter,2.8,2–0,0.4,Spezia,30076,Stadio Giuseppe Meazza,Davide Ghersini,Match Report,
15,Wed,2021-12-01,18:30 (20:30),Bologna,0.2,1–0,0.9,Roma,15780,Stadio Renato Dall'Ara,Luca Pairetto,Match Report,
15,Wed,2021-12-01,20:45 (22:45),Sassuolo,0.3,2–2,0.8,Napoli,8192,Stadio Città del Tricolore,Ivan Pezzuto,Match Report,
15,Wed,2021-12-01,20:45 (22:45),Genoa,0.5,0–3,1.0,Milan,14000,Stadio Comunale Luigi Ferraris,Juan Sacchi,Match Report,
15,Thu,2021-12-02,18:30 (20:30),Torino,0.9,2–2,0.9,Empoli,7002,Stadio Olimpico di Torino,Andrea Colombo,Match Report,
15,Thu,2021-12-02,20:45 (22:45),Lazio,1.6,4–4,1.3,Udinese,7000,Stadio Olimpico,Marco Piccinini,Match Report,
16,Sat,2021-12-04,15:00 (17:00),Milan,2.9,2–0,0.3,Salernitana,43609,Stadio Giuseppe Meazza,Antonio Giua,Match Report,
16,Sat,2021-12-04,18:00 (20:00),Roma,0.7,0–3,1.5,Inter,51185,Stadio Olimpico,Marco Di Bello,Match Report,
16,Sat,2021-12-04,20:45 (22:45),Napoli,1.2,2–3,1.6,Atalanta,30000,Stadio San Paolo,Maurizio Mariani,Match Report,
16,Sun,2021-12-05,12:30 (14:30),Bologna,0.7,2–3,1.1,Fiorentina,18175,Stadio Renato Dall'Ara,Massimiliano Irrati,Match Report,
16,Sun,2021-12-05,15:00 (17:00),Spezia,2.2,2–2,1.4,Sassuolo,4987,Stadio Alberto Picco,Fabio Maresca,Match Report,
16,Sun,2021-12-05,15:00 (17:00),Venezia,1.8,3–4,1.9,Hellas Verona,7608,Stadio Pierluigi Penzo,Alessandro Prontera,Match Report,
16,Sun,2021-12-05,18:00 (20:00),Sampdoria,1.4,1–3,1.2,Lazio,5883,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
16,Sun,2021-12-05,20:45 (22:45),Juventus,2.5,2–0,0.0,Genoa,18458,Allianz Stadium,Daniele Chiffi,Match Report,
16,Mon,2021-12-06,18:30 (20:30),Empoli,2.4,3–1,2.1,Udinese,4808,Stadio Carlo Castellani,Daniele Paterna,Match Report,
16,Mon,2021-12-06,20:45 (22:45),Cagliari,1.2,1–1,1.4,Torino,8799,Sardegna Arena,Luca Massimi,Match Report,
17,Fri,2021-12-10,20:45 (22:45),Genoa,1.0,1–3,1.4,Sampdoria,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
17,Sat,2021-12-11,15:00 (17:00),Fiorentina,2.2,4–0,1.0,Salernitana,18579,Stadio Artemio Franchi,Davide Ghersini,Match Report,
17,Sat,2021-12-11,18:00 (20:00),Venezia,0.4,1–1,1.6,Juventus,8350,Stadio Pierluigi Penzo,Paolo Valeri,Match Report,
17,Sat,2021-12-11,20:45 (22:45),Udinese,1.7,1–1,1.1,Milan,16385,Dacia Arena,Francesco Fourneau,Match Report,
17,Sun,2021-12-12,12:30 (14:30),Torino,1.6,2–1,1.0,Bologna,6562,Stadio Olimpico di Torino,Federico Dionisi,Match Report,
17,Sun,2021-12-12,15:00 (17:00),Hellas Verona,1.1,1–2,1.7,Atalanta,15000,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
17,Sun,2021-12-12,18:00 (20:00),Napoli,1.7,0–1,0.7,Empoli,20000,Stadio San Paolo,Livio Marinelli,Match Report,
17,Sun,2021-12-12,18:00 (20:00),Sassuolo,1.4,2–1,0.3,Lazio,5100,Stadio Città del Tricolore,Simone Sozza,Match Report,
17,Sun,2021-12-12,20:45 (22:45),Inter,3.0,4–0,0.2,Cagliari,33712,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
17,Mon,2021-12-13,20:45 (22:45),Roma,1.9,2–0,0.5,Spezia,44844,Stadio Olimpico,Alessandro Prontera,Match Report,
18,Fri,2021-12-17,18:30 (20:30),Lazio,1.5,3–1,0.2,Genoa,6000,Stadio Olimpico,Luca Pairetto,Match Report,
18,Fri,2021-12-17,20:45 (22:45),Salernitana,0.7,0–5,3.1,Inter,18000,Stadio Arechi,Maurizio Mariani,Match Report,
18,Sat,2021-12-18,15:00 (17:00),Atalanta,1.3,1–4,1.2,Roma,14469,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
18,Sat,2021-12-18,18:00 (20:00),Bologna,0.4,0–2,1.1,Juventus,22394,Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
18,Sat,2021-12-18,20:45 (22:45),Cagliari,0.4,0–4,0.6,Udinese,7864,Sardegna Arena,Fabio Maresca,Match Report,
18,Sun,2021-12-19,12:30 (14:30),Fiorentina,3.2,2–2,1.1,Sassuolo,21514,Stadio Artemio Franchi,Marco Serra,Match Report,
18,Sun,2021-12-19,15:00 (17:00),Spezia,0.6,1–1,1.8,Empoli,5414,Stadio Alberto Picco,Manuel Volpi,Match Report,
18,Sun,2021-12-19,18:00 (20:00),Torino,0.8,1–0,0.4,Hellas Verona,6202,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
18,Sun,2021-12-19,18:00 (20:00),Sampdoria,1.4,1–1,1.4,Venezia,5735,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
18,Sun,2021-12-19,20:45 (22:45),Milan,0.5,0–1,0.9,Napoli,54647,Stadio Giuseppe Meazza,Davide Massa,Match Report,
19,Tue,2021-12-21,18:30 (20:30),Udinese,,3–0,,Salernitana,,Dacia Arena,Giacomo Camplone,Match Report,Match awarded to Udinese
19,Tue,2021-12-21,20:45 (22:45),Genoa,0.0,0–0,1.2,Atalanta,6000,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
